,date,neg,pos,total
11593,1896-10-23,476,835,35972
11594,1896-10-24,572,970,35211
11595,1896-10-25,252,529,15323
11596,1896-10-26,526,1091,34507
11597,1896-10-27,504,910,37218
11598,1896-10-28,546,890,36296
11599,1896-10-29,527,985,35465
11600,1896-10-30,499,889,35943
11601,1896-10-31,568,919,34949
11602,1896-11-01,512,1000,35653
11603,1896-11-02,539,1116,33288
11604,1896-11-03,593,979,34819
11605,1896-11-04,482,958,35316
11606,1896-11-05,616,988,36149
11607,1896-11-06,555,946,37352
11608,1896-11-07,520,985,33895
11609,1896-11-08,433,844,31124
11610,1896-11-09,524,990,34021
11611,1896-11-10,548,850,34507
11612,1896-11-11,531,974,35483
11613,1896-11-12,556,1051,36456
11614,1896-11-13,526,988,34740
11615,1896-11-14,465,960,34287
11616,1896-11-15,494,1004,35497
11617,1896-11-16,494,1123,34854
11618,1896-11-17,528,972,35523
11619,1896-11-18,473,824,35307
11620,1896-11-19,542,946,35317
11621,1896-11-20,504,957,34754
11622,1896-11-21,494,912,33518
11623,1896-11-22,549,987,35198
11624,1896-11-23,502,1117,33643
11625,1896-11-24,570,920,34952
11626,1896-11-25,552,844,35756
11627,1896-11-26,650,950,36977
11628,1896-11-27,343,810,17210
11629,1896-11-28,435,877,35287
11630,1896-11-29,543,953,35378
11631,1896-11-30,500,1003,32821
11632,1896-12-01,578,965,36326
11633,1896-12-02,505,999,35570
11634,1896-12-03,517,976,35649
11635,1896-12-04,372,757,32254
11636,1896-12-05,570,917,35322
11637,1896-12-06,465,847,31074
11638,1896-12-07,494,984,33303
11639,1896-12-08,508,986,35187
11640,1896-12-09,542,864,35002
11641,1896-12-10,574,898,35282
11642,1896-12-11,601,913,35764
11643,1896-12-12,581,901,35195
11644,1896-12-14,522,1011,32773
11645,1896-12-15,513,926,33893
11646,1896-12-16,491,875,35104
11647,1896-12-17,499,918,33572
11648,1896-12-18,541,1046,35285
11649,1896-12-19,460,854,33770
11650,1896-12-20,6,35,840
11651,1896-12-21,498,1104,34235
11652,1896-12-22,512,1083,34282
11653,1896-12-23,542,1059,34258
11654,1896-12-24,504,728,29671
11655,1896-12-25,267,612,14174
11656,1896-12-26,628,1129,34029
11657,1896-12-27,184,606,15757
11658,1896-12-28,606,1087,34179
11659,1896-12-29,608,971,34677
11660,1896-12-30,482,925,33333
11661,1896-12-31,568,920,35226
11662,1897-01-01,508,889,35589
11663,1897-01-02,527,958,34693
11664,1897-01-04,492,929,33409
11665,1897-01-05,593,969,34921
11666,1897-01-06,543,1048,35500
11667,1897-01-07,504,950,35833
11668,1897-01-08,545,936,36206
11669,1897-01-09,485,943,34483
11670,1897-01-10,586,930,35498
11671,1897-01-11,541,999,33529
11672,1897-01-12,528,913,34637
11673,1897-01-13,472,857,35268
11674,1897-01-14,557,974,35929
11675,1897-01-15,543,931,35930
11676,1897-01-16,442,963,36447
11677,1897-01-17,651,1016,35995
11678,1897-01-18,678,1142,35244
11679,1897-01-19,532,908,34580
11680,1897-01-20,526,958,34954
11681,1897-01-21,660,1000,35445
11682,1897-01-22,507,870,33892
11683,1897-01-23,468,878,33396
11684,1897-01-24,496,824,34015
11685,1897-01-25,510,989,34229
11686,1897-01-26,525,920,34689
11687,1897-01-27,493,831,34740
11688,1897-01-28,606,969,35692
11689,1897-01-29,507,832,34233
11690,1897-01-30,470,888,34751
11691,1897-01-31,496,852,30718
11692,1897-02-01,524,1059,35000
11693,1897-02-02,503,935,34102
11694,1897-02-03,474,940,35335
11695,1897-02-04,525,913,34688
11696,1897-02-05,566,920,35408
11697,1897-02-06,503,794,33754
11698,1897-02-07,550,808,35518
11699,1897-02-08,523,1104,34126
11700,1897-02-09,421,734,32509
11701,1897-02-10,591,1009,36386
11702,1897-02-11,507,959,34724
11703,1897-02-12,492,951,35099
11704,1897-02-13,625,973,36267
11705,1897-02-14,551,1018,34620
11706,1897-02-15,594,1004,34471
11707,1897-02-16,524,927,34446
11708,1897-02-17,467,946,36536
11709,1897-02-18,490,893,34609
11710,1897-02-19,480,930,34475
11711,1897-02-20,523,923,35158
11712,1897-02-21,549,806,33646
11713,1897-02-22,584,965,34000
11714,1897-02-23,591,951,35796
11715,1897-02-24,620,1012,36910
11716,1897-02-25,605,1101,35301
11717,1897-02-26,622,998,35488
11718,1897-02-27,535,954,34979
11719,1897-02-28,545,958,36428
11720,1897-03-01,483,1114,34751
11721,1897-03-02,537,911,35147
11722,1897-03-03,572,1041,35351
11723,1897-03-04,556,1047,34655
11724,1897-03-05,524,871,35401
11725,1897-03-06,534,1028,33892
11726,1897-03-07,475,835,31996
11727,1897-03-08,461,896,30323
11728,1897-03-09,480,1028,33842
11729,1897-03-10,483,1014,35052
11730,1897-03-11,503,947,33188
11731,1897-03-12,540,1072,36089
11732,1897-03-13,587,991,36280
11733,1897-03-14,487,895,33992
11734,1897-03-15,527,1166,34306
11735,1897-03-16,514,828,37123
11736,1897-03-17,455,885,34677
11737,1897-03-18,506,897,34486
11738,1897-03-19,774,955,36331
11739,1897-03-20,618,943,35142
11740,1897-03-21,492,932,34759
11741,1897-03-22,587,1193,34412
11742,1897-03-23,491,946,35073
11743,1897-03-24,482,945,34732
11744,1897-03-25,532,982,35489
11745,1897-03-26,462,938,33700
11746,1897-03-27,526,889,33258
11747,1897-03-28,452,824,33660
11748,1897-03-29,618,1058,33504
11749,1897-03-30,553,1000,35303
11750,1897-03-31,567,954,35402
11751,1897-04-01,533,931,35374
11752,1897-04-02,452,802,33415
11753,1897-04-03,410,943,32827
11754,1897-04-04,503,890,28828
11755,1897-04-05,542,997,34376
11756,1897-04-06,516,944,33206
11757,1897-04-07,500,950,36265
11758,1897-04-08,599,1100,36559
11759,1897-04-09,453,889,35444
11760,1897-04-10,512,936,34710
11761,1897-04-11,460,906,32865
11762,1897-04-12,590,1136,33935
11763,1897-04-13,488,916,34384
11764,1897-04-14,511,892,34363
11765,1897-04-15,397,994,36847
11766,1897-04-16,542,869,35041
11767,1897-04-17,465,953,34063
11768,1897-04-18,529,910,33978
11769,1897-04-19,538,1016,33453
11770,1897-04-20,600,1048,32258
11771,1897-04-21,594,1016,35511
11772,1897-04-22,524,1055,36396
11773,1897-04-23,456,936,35168
11774,1897-04-24,569,1017,35614
11775,1897-04-25,533,993,35773
11776,1897-04-26,487,951,33089
11777,1897-04-27,484,1022,35655
11778,1897-04-28,611,928,35818
11779,1897-04-29,559,1164,35913
11780,1897-04-30,630,973,35954
11781,1897-05-01,513,1158,35401
11782,1897-05-02,480,836,31973
11783,1897-05-03,534,1124,33711
11784,1897-05-04,582,967,34220
11785,1897-05-05,537,1045,35240
11786,1897-05-06,776,881,35240
11787,1897-05-07,623,920,36201
11788,1897-05-08,645,895,35986
11789,1897-05-09,665,1040,34864
11790,1897-05-10,562,1037,34639
11791,1897-05-11,603,915,34162
11792,1897-05-12,651,885,35409
11793,1897-05-13,550,825,35301
11794,1897-05-14,494,882,36195
11795,1897-05-15,515,944,33780
11796,1897-05-16,575,856,34958
11797,1897-05-17,658,1197,34561
11798,1897-05-18,586,997,35587
11799,1897-05-19,502,877,33669
11800,1897-05-20,593,888,35366
11801,1897-05-21,569,997,35536
11802,1897-05-22,553,1004,35584
11803,1897-05-23,564,952,35260
11804,1897-05-24,487,1085,34591
11805,1897-05-25,614,977,36279
11806,1897-05-26,534,898,35252
11807,1897-05-27,486,918,34776
11808,1897-05-28,551,936,33870
11809,1897-05-29,621,1124,36075
11810,1897-05-30,544,857,34452
11811,1897-05-31,500,1062,35168
11812,1897-06-01,554,1056,35264
11813,1897-06-02,536,1119,35861
11814,1897-06-03,591,1123,35720
11815,1897-06-04,537,1009,35214
11816,1897-06-05,489,952,33579
11817,1897-06-06,456,856,34765
11818,1897-06-07,607,1058,34216
11819,1897-06-08,542,1016,33352
11820,1897-06-09,539,931,35541
11821,1897-06-10,478,929,35237
11822,1897-06-11,528,1044,36573
11823,1897-06-12,534,1022,35491
11824,1897-06-13,524,942,34227
11825,1897-06-14,444,1071,31660
11826,1897-06-15,562,1141,47000
11827,1897-06-16,557,963,35176
11828,1897-06-17,607,999,35908
11829,1897-06-18,526,924,35617
11830,1897-06-19,439,869,33452
11831,1897-06-20,550,896,35101
11832,1897-06-21,440,1110,33269
11833,1897-06-22,551,1037,36131
11834,1897-06-23,474,1055,35088
11835,1897-06-24,473,875,34151
11836,1897-06-25,434,915,32881
11837,1897-06-26,590,1161,35658
11838,1897-06-27,455,891,32441
11839,1897-06-28,569,1070,34372
11840,1897-06-29,576,1016,35326
11841,1897-06-30,504,964,35142
11842,1897-07-01,506,923,35716
11843,1897-07-02,563,947,34822
11844,1897-07-03,499,790,33727
11845,1897-07-04,575,953,35439
11846,1897-07-05,479,984,34049
11847,1897-07-06,576,891,35249
11848,1897-07-07,577,992,37126
11849,1897-07-08,538,1059,35351
11850,1897-07-09,621,895,36029
11851,1897-07-10,502,922,34672
11852,1897-07-11,464,916,35219
11853,1897-07-12,545,1067,34953
11854,1897-07-13,472,936,37049
11855,1897-07-14,503,954,35289
11856,1897-07-15,532,971,35386
11857,1897-07-17,592,958,35064
11858,1897-07-18,567,833,28175
11859,1897-07-19,550,1097,34256
11860,1897-07-20,527,911,34763
11861,1897-07-21,509,1031,35534
11862,1897-07-22,602,1018,36294
11863,1897-07-23,560,867,35322
11864,1897-07-24,600,959,35187
11865,1897-07-25,560,879,35323
11866,1897-07-26,461,1005,34030
11867,1897-07-27,596,1040,35018
11868,1897-07-28,565,975,35845
11869,1897-07-29,574,979,35667
11870,1897-07-30,501,882,34125
11871,1897-07-31,525,1061,34064
11872,1897-08-01,511,1023,35070
11873,1897-08-02,484,1137,33765
11874,1897-08-03,499,935,35043
11875,1897-08-04,576,927,35136
11876,1897-08-05,474,1070,36254
11877,1897-08-06,536,1051,35146
11878,1897-08-07,554,1044,35565
11879,1897-08-08,457,949,34795
11880,1897-08-09,437,1116,34352
11881,1897-08-10,608,1045,35543
11882,1897-08-11,558,988,35598
11883,1897-08-12,162,443,12378
11884,1897-08-13,561,1019,35289
11885,1897-08-14,559,942,35204
11886,1897-08-15,548,931,35641
11887,1897-08-16,564,1077,34368
11888,1897-08-17,607,968,34777
11889,1897-08-18,597,1010,35630
11890,1897-08-19,500,942,35705
11891,1897-08-20,522,980,35814
11892,1897-08-21,530,918,36206
11893,1897-08-22,544,904,36198
11894,1897-08-23,535,981,34485
11895,1897-08-24,534,1036,35193
11896,1897-08-25,497,963,35578
11897,1897-08-26,532,1098,36632
11898,1897-08-27,525,1034,34592
11899,1897-08-28,442,962,34319
11900,1897-08-29,495,966,35954
11901,1897-08-30,518,1172,35404
11902,1897-08-31,492,975,35527
11903,1897-09-01,499,1134,35994
11904,1897-09-02,517,1071,35554
11905,1897-09-03,578,950,33676
11906,1897-09-04,505,913,34785
11907,1897-09-05,501,970,34821
11908,1897-09-06,575,1161,34456
11909,1897-09-07,494,1002,34754
11910,1897-09-08,513,887,36122
11911,1897-09-10,583,958,35463
11912,1897-09-11,516,951,33728
11913,1897-09-12,596,860,35463
11914,1897-09-13,495,1051,36695
11915,1897-09-14,573,974,35036
11916,1897-09-15,497,982,35530
11917,1897-09-16,483,970,34912
11918,1897-09-17,535,1069,34502
11919,1897-09-18,528,1026,34662
11920,1897-09-19,448,800,32248
11921,1897-09-20,455,1145,33740
11922,1897-09-21,580,974,35365
11923,1897-09-22,534,1036,35729
11924,1897-09-23,655,1036,35921
11925,1897-09-24,545,964,34381
11926,1897-09-25,520,951,34936
11927,1897-09-26,591,939,34059
11928,1897-09-27,591,1125,35010
11929,1897-09-28,583,906,35258
11930,1897-09-29,572,1062,36988
11931,1897-09-30,617,999,35674
11932,1897-10-01,529,1020,35593
11933,1897-10-02,522,904,33845
11934,1897-10-03,453,787,29971
11935,1897-10-04,462,980,31047
11936,1897-10-05,530,1040,35298
11937,1897-10-06,448,975,33072
11938,1897-10-07,597,967,35049
11939,1897-10-08,530,930,35428
11940,1897-10-09,483,924,33815
11941,1897-10-10,547,848,34391
11942,1897-10-11,548,1196,34249
11943,1897-10-12,512,1038,35744
11944,1897-10-13,517,867,35944
11945,1897-10-14,504,870,36118
11946,1897-10-15,554,952,36559
11947,1897-10-16,501,953,35082
11948,1897-10-17,447,892,35312
11949,1897-10-18,554,994,34609
11950,1897-10-19,508,1026,34694
11951,1897-10-20,461,911,35442
11952,1897-10-21,531,859,31688
11953,1897-10-22,506,741,32994
11954,1897-10-23,516,902,33800
11955,1897-10-24,525,893,32731
11956,1897-10-25,595,1058,33882
11957,1897-10-26,583,1117,37134
11958,1897-10-27,547,894,35901
11959,1897-10-28,617,967,34871
11960,1897-10-29,600,1036,35972
11961,1897-10-30,510,984,34598
11962,1897-10-31,485,989,34818
11963,1897-11-01,554,967,35628
11964,1897-11-02,578,937,30321
11965,1897-11-03,569,1015,35209
11966,1897-11-04,547,893,34639
11967,1897-11-05,476,933,35788
11968,1897-11-06,491,913,34454
11969,1897-11-07,477,913,32567
11970,1897-11-08,464,1045,32917
11971,1897-11-09,571,915,34372
11972,1897-11-10,506,987,34986
11973,1897-11-11,504,898,35355
11974,1897-11-12,539,860,34812
11975,1897-11-13,561,838,35428
11976,1897-11-14,583,874,35363
11977,1897-11-15,508,1063,33421
11978,1897-11-16,527,1006,34853
11979,1897-11-17,531,895,34990
11980,1897-11-18,518,1009,35012
11981,1897-11-19,535,939,34852
11982,1897-11-20,487,978,34911
11983,1897-11-21,586,777,33933
11984,1897-11-22,535,1040,32822
11985,1897-11-23,550,952,34460
11986,1897-11-24,555,900,34531
11987,1897-11-25,562,996,35725
11988,1897-11-26,528,867,34979
11989,1897-11-27,583,858,33700
11990,1897-11-28,537,814,34161
11991,1897-11-29,630,955,33743
11992,1897-11-30,617,896,34500
11993,1897-12-01,689,925,35421
11994,1897-12-02,529,890,35229
11995,1897-12-03,503,944,35323
11996,1897-12-04,576,969,34242
11997,1897-12-05,400,844,31144
11998,1897-12-06,418,865,29962
11999,1897-12-07,465,924,33515
12000,1897-12-08,433,937,35598
12001,1897-12-09,162,302,9731
12002,1897-12-10,326,697,16160
12003,1897-12-11,528,860,34676
12004,1897-12-12,489,879,33747
12005,1897-12-13,469,1100,34076
12006,1897-12-14,513,997,35283
12007,1897-12-15,408,826,34349
12008,1897-12-16,559,935,35275
12009,1897-12-17,470,998,34613
12010,1897-12-18,550,1081,35743
12011,1897-12-19,481,886,33583
12012,1897-12-20,522,1016,33683
12013,1897-12-21,535,1097,35758
12014,1897-12-22,537,918,36467
12015,1897-12-23,411,935,34623
12016,1897-12-24,488,895,35673
12017,1897-12-25,491,999,36666
12018,1897-12-26,615,1095,33987
12019,1897-12-27,591,1028,33783
12020,1897-12-28,0,0,87
12021,1897-12-29,472,823,33374
12022,1897-12-30,546,989,35828
12023,1897-12-31,472,869,33740
12024,1898-01-01,582,976,36498
12025,1898-01-02,592,1036,32481
12026,1898-01-04,522,949,35519
12027,1898-01-05,561,1040,35821
12028,1898-01-06,458,933,36123
12029,1898-01-07,535,877,35154
12030,1898-01-08,499,858,37003
12031,1898-01-09,563,881,35656
12032,1898-01-10,521,1151,34855
12033,1898-01-11,502,894,35590
12034,1898-01-12,474,914,33957
12035,1898-01-13,468,1006,35561
12036,1898-01-14,565,894,35655
12037,1898-01-15,644,974,36158
12038,1898-01-16,587,881,37081
12039,1898-01-17,468,1079,33788
12040,1898-01-18,507,949,35047
12041,1898-01-19,615,929,35293
12042,1898-01-20,748,952,35979
12043,1898-01-21,635,969,35614
12044,1898-01-22,679,1021,35443
12045,1898-01-23,594,836,33968
12046,1898-01-24,551,1026,34386
12047,1898-01-25,687,971,36344
12048,1898-01-26,35,106,2130
12049,1898-01-27,573,957,35968
12050,1898-01-28,575,906,35635
12051,1898-01-29,517,968,34823
12052,1898-01-30,588,831,32708
12053,1898-01-31,462,1026,33690
12054,1898-02-01,604,987,37171
12055,1898-02-02,610,1044,46273
12056,1898-02-03,448,970,35696
12057,1898-02-04,580,984,35036
12058,1898-02-05,521,938,34835
12059,1898-02-06,618,959,36455
12060,1898-02-07,494,1027,33888
12061,1898-02-08,564,996,35499
12062,1898-02-09,429,852,34579
12063,1898-02-11,416,819,35042
12064,1898-02-12,472,754,36330
12065,1898-02-13,521,784,29520
12066,1898-02-14,210,375,21249
12067,1898-02-15,531,999,32664
12068,1898-02-16,478,844,33466
12069,1898-02-17,513,883,35223
12070,1898-02-18,317,530,22274
12071,1898-02-19,593,867,33437
12072,1898-02-20,306,450,20016
12073,1898-02-21,543,1038,35725
12074,1898-02-22,742,957,33632
12075,1898-02-23,550,600,22304
12076,1898-02-24,581,919,33907
12077,1898-02-25,416,621,23025
12078,1898-02-26,633,965,32845
12079,1898-02-27,563,980,32657
12080,1898-02-28,565,1030,33968
12081,1898-03-01,606,981,33633
12082,1898-03-02,102,160,5193
12083,1898-03-03,550,999,36280
12084,1898-03-04,581,1020,35031
12085,1898-03-05,484,924,34548
12086,1898-03-06,421,718,31547
12087,1898-03-07,439,1042,30950
12088,1898-03-08,569,881,33841
12089,1898-03-09,482,894,34673
12090,1898-03-10,501,915,36144
12091,1898-03-11,583,940,35132
12092,1898-03-12,499,886,35291
12093,1898-03-13,465,876,34178
12094,1898-03-14,597,1010,34249
12095,1898-03-15,527,969,35889
12096,1898-03-16,448,909,34368
12097,1898-03-17,415,920,35820
12098,1898-03-18,431,919,34031
12099,1898-03-19,462,891,36436
12100,1898-03-20,448,886,34227
12101,1898-03-21,528,1074,34058
12102,1898-03-22,530,999,36565
12103,1898-03-23,422,798,33896
12104,1898-03-24,490,979,35924
12105,1898-03-25,469,923,35370
12106,1898-03-26,537,893,33219
12107,1898-03-27,508,794,31035
12108,1898-03-28,539,1125,34973
12109,1898-03-29,526,888,35677
12110,1898-03-30,527,866,36090
12111,1898-03-31,586,963,35309
12112,1898-04-01,584,984,36969
12113,1898-04-02,481,901,34728
12114,1898-04-03,514,905,34533
12115,1898-04-04,510,1240,33839
12116,1898-04-05,533,931,34702
12117,1898-04-06,536,953,35532
12118,1898-04-07,462,933,35034
12119,1898-04-08,492,967,37496
12120,1898-04-09,526,906,35217
12121,1898-04-10,536,935,34554
12122,1898-04-11,581,1171,34677
12123,1898-04-12,588,970,34677
12124,1898-04-13,496,910,34437
12125,1898-04-14,529,984,35763
12126,1898-04-15,646,1049,35899
12127,1898-04-16,483,908,36498
12128,1898-04-17,561,907,35937
12129,1898-04-18,483,1010,34789
12130,1898-04-19,487,922,34288
12131,1898-04-20,469,927,34540
12132,1898-04-21,528,885,34713
12133,1898-04-22,598,906,36055
12134,1898-04-23,578,1108,36358
12135,1898-04-24,520,976,33539
12136,1898-04-25,203,286,9410
12137,1898-04-26,476,885,35007
12138,1898-04-27,501,803,34823
12139,1898-04-28,457,832,34912
12140,1898-04-29,560,955,35956
12141,1898-04-30,558,924,35208
12142,1898-05-01,502,839,32609
12143,1898-05-02,496,1032,32219
12144,1898-05-03,603,940,36024
12145,1898-05-04,525,889,34721
12146,1898-05-05,580,914,35526
12147,1898-05-06,549,978,36511
12148,1898-05-07,682,963,37606
12149,1898-05-08,488,904,34726
12150,1898-05-09,574,1052,33634
12151,1898-05-11,534,819,34297
12152,1898-05-12,624,925,34906
12153,1898-05-13,560,929,36548
12154,1898-05-14,530,905,34988
12155,1898-05-15,577,1008,34947
12156,1898-05-16,527,1010,34177
12157,1898-05-17,578,989,36464
12158,1898-05-18,558,912,35903
12159,1898-05-19,526,970,35008
12160,1898-05-20,580,930,33955
12161,1898-05-21,583,1104,35145
12162,1898-05-22,517,887,34953
12163,1898-05-23,525,981,32218
12164,1898-05-24,424,637,34545
12165,1898-05-25,532,997,34662
12166,1898-05-26,544,992,35010
12167,1898-05-27,532,877,35400
12168,1898-05-28,468,901,36006
12169,1898-05-29,555,867,35924
12170,1898-05-30,551,1078,34179
12171,1898-05-31,608,1136,35448
12172,1898-06-01,511,1011,36794
12173,1898-06-02,521,985,35462
12174,1898-06-03,535,921,36054
12175,1898-06-04,558,921,34385
12176,1898-06-05,425,869,34170
12177,1898-06-06,0,28,1636
12178,1898-06-07,158,677,15232
12179,1898-06-08,510,936,34403
12180,1898-06-09,614,990,36413
12181,1898-06-10,550,979,35989
12182,1898-06-11,530,779,34157
12183,1898-06-12,408,971,34648
12184,1898-06-13,501,1065,33499
12185,1898-06-14,561,1071,35941
12186,1898-06-15,612,1001,37062
12187,1898-06-16,494,871,35705
12188,1898-06-17,506,974,35875
12189,1898-06-18,520,826,34823
12190,1898-06-19,543,874,35721
12191,1898-06-20,567,1089,35544
12192,1898-06-21,506,903,35215
12193,1898-06-22,574,904,34779
12194,1898-06-23,532,887,34916
12195,1898-06-24,530,955,35892
12196,1898-06-25,512,939,35264
12197,1898-06-26,576,965,32732
12198,1898-06-27,565,1047,33990
12199,1898-06-28,556,859,36755
12200,1898-06-29,509,941,35660
12201,1898-06-30,467,882,34961
12202,1898-07-01,541,1080,37817
12203,1898-07-02,522,860,35007
12204,1898-07-03,521,914,35227
12205,1898-07-04,540,1132,35365
12206,1898-07-05,561,941,35399
12207,1898-07-06,560,893,35810
12208,1898-07-07,469,898,33650
12209,1898-07-08,614,973,37156
12210,1898-07-09,539,1013,35314
12211,1898-07-10,609,953,34987
12212,1898-07-11,576,1197,34673
12213,1898-07-12,587,1066,34959
12214,1898-07-13,482,836,33424
12215,1898-07-14,598,1062,35693
12216,1898-07-15,510,980,35846
12217,1898-07-17,578,994,36073
12218,1898-07-18,448,1042,35950
12219,1898-07-19,527,955,35473
12220,1898-07-20,586,937,35246
12221,1898-07-21,547,879,35059
12222,1898-07-22,545,939,35578
12223,1898-07-23,498,999,35360
12224,1898-07-24,472,913,35000
12225,1898-07-25,571,1148,35044
12226,1898-07-26,509,956,35491
12227,1898-07-27,439,911,34802
12228,1898-07-28,535,917,35934
12229,1898-07-29,521,977,34745
12230,1898-07-30,459,1090,35677
12231,1898-07-31,564,975,33877
12232,1898-08-01,577,1063,34236
12233,1898-08-02,650,559,31573
12234,1898-08-03,527,930,35132
12235,1898-08-04,457,903,35087
12236,1898-08-05,579,1047,36107
12237,1898-08-06,530,937,36006
12238,1898-08-07,617,1091,35612
12239,1898-08-08,516,1060,36345
12240,1898-08-09,531,894,34170
12241,1898-08-10,548,930,35485
12242,1898-08-11,537,996,36039
12243,1898-08-12,541,979,36401
12244,1898-08-13,619,940,36798
12245,1898-08-14,547,1017,35734
12246,1898-08-15,548,1141,35653
12247,1898-08-16,597,1143,34966
12248,1898-08-17,599,1066,35315
12249,1898-08-18,582,956,36111
12250,1898-08-19,491,990,36287
12251,1898-08-20,618,932,35139
12252,1898-08-21,549,864,35812
12253,1898-08-22,556,1108,34636
12254,1898-08-23,717,1157,37288
12255,1898-08-24,495,934,35256
12256,1898-08-25,573,892,36808
12257,1898-08-26,445,803,36148
12258,1898-08-27,594,879,37168
12259,1898-08-28,584,935,36225
12260,1898-08-29,558,1077,34754
12261,1898-08-30,540,936,36675
12262,1898-08-31,565,986,36841
12263,1898-09-01,594,1057,36883
12264,1898-09-02,551,894,36697
12265,1898-09-03,600,940,34307
12266,1898-09-04,469,839,36269
12267,1898-09-05,665,1016,34479
12268,1898-09-06,669,995,35443
12269,1898-09-07,541,1046,35235
12270,1898-09-08,561,1001,35060
12271,1898-09-09,654,993,36671
12272,1898-09-10,534,827,34049
12273,1898-09-11,576,1032,35188
12274,1898-09-12,576,906,37181
12275,1898-09-13,606,875,34219
12276,1898-09-14,587,865,34490
12277,1898-09-15,633,855,34898
12278,1898-09-16,533,993,34843
12279,1898-09-17,589,930,36863
12280,1898-09-18,506,738,32043
12281,1898-09-19,510,924,32255
12282,1898-09-20,610,946,36280
12283,1898-09-21,521,830,33599
12284,1898-09-22,536,963,36394
12285,1898-09-23,517,853,35868
12286,1898-09-24,571,920,36095
12287,1898-09-25,540,888,33686
12288,1898-09-26,565,1118,34679
12289,1898-09-27,621,952,35598
12290,1898-09-28,525,864,35130
12291,1898-09-29,510,985,35300
12292,1898-09-30,511,996,34933
12293,1898-10-01,435,951,32742
12294,1898-10-02,383,706,27093
12295,1898-10-03,457,967,30423
12296,1898-10-04,622,1022,32897
12297,1898-10-05,485,957,34838
12298,1898-10-06,564,980,34626
12299,1898-10-07,553,872,35604
12300,1898-10-08,543,959,34362
12301,1898-10-09,522,925,34291
12302,1898-10-10,514,1108,33512
12303,1898-10-11,489,980,34764
12304,1898-10-12,484,910,37601
12305,1898-10-13,475,1026,36460
12306,1898-10-14,448,866,37584
12307,1898-10-15,522,854,34340
12308,1898-10-16,478,854,34799
12309,1898-10-17,521,1032,34879
12310,1898-10-18,551,1079,36374
12311,1898-10-19,416,944,34131
12312,1898-10-20,518,949,34548
12313,1898-10-21,522,916,36491
12314,1898-10-22,589,997,34252
12315,1898-10-23,456,802,32766
12316,1898-10-24,545,986,33968
12317,1898-10-25,566,932,35695
12318,1898-10-26,546,932,35674
12319,1898-10-27,678,910,37111
12320,1898-10-28,542,761,34982
12321,1898-10-29,639,964,36739
12322,1898-10-30,643,1007,36204
12323,1898-10-31,502,947,33588
12324,1898-11-01,555,1114,35940
12325,1898-11-02,541,1048,33067
12326,1898-11-03,578,993,35074
12327,1898-11-04,569,865,34752
12328,1898-11-05,469,929,34031
12329,1898-11-06,384,821,31029
12330,1898-11-07,500,970,31998
12331,1898-11-08,504,945,35111
12332,1898-11-09,474,900,34289
12333,1898-11-10,511,965,35263
12334,1898-11-11,402,863,36434
12335,1898-11-12,513,852,34244
12336,1898-11-13,559,989,36129
12337,1898-11-14,511,972,33131
12338,1898-11-15,549,998,34656
12339,1898-11-16,482,866,33215
12340,1898-11-17,523,1049,36035
12341,1898-11-18,503,857,35411
12342,1898-11-19,516,964,34679
12343,1898-11-20,497,932,34890
12344,1898-11-21,545,1076,34094
12345,1898-11-22,681,1014,36908
12346,1898-11-23,477,937,33556
12347,1898-11-24,473,1023,35132
12348,1898-11-25,528,853,35266
12349,1898-11-26,458,906,35325
12350,1898-11-27,477,815,33692
12351,1898-11-28,440,1003,35132
12352,1898-11-29,555,941,34669
12353,1898-11-30,502,870,35401
12354,1898-12-02,475,884,35546
12355,1898-12-03,575,933,34854
12356,1898-12-04,411,813,31397
12357,1898-12-05,491,1024,33250
12358,1898-12-06,560,843,35172
12359,1898-12-07,577,970,33953
12360,1898-12-08,508,958,35096
12361,1898-12-09,522,768,35481
12362,1898-12-10,472,904,34696
12363,1898-12-11,537,901,34384
12364,1898-12-12,611,1074,33568
12365,1898-12-13,539,913,34892
12366,1898-12-14,488,983,33319
12367,1898-12-15,470,847,35306
12368,1898-12-16,429,806,34487
12369,1898-12-17,501,916,35353
12370,1898-12-18,545,890,33420
12371,1898-12-19,487,1016,32972
12372,1898-12-20,560,1028,35062
12373,1898-12-21,18,56,1711
12374,1898-12-22,501,947,36075
12375,1898-12-23,449,865,32069
12376,1898-12-24,519,840,34521
12377,1898-12-25,177,439,10434
12378,1898-12-26,509,1097,33798
12379,1898-12-27,623,1047,34859
12380,1898-12-28,504,989,33591
12381,1898-12-29,533,983,34925
12382,1898-12-30,517,1060,34949
12383,1898-12-31,140,590,13821
12384,1899-01-01,539,984,35736
12385,1899-01-02,544,1026,34688
12386,1899-01-04,237,518,16427
12387,1899-01-05,575,930,35093
12388,1899-01-06,495,846,36242
12389,1899-01-07,448,1020,35092
12390,1899-01-08,557,830,32441
12391,1899-01-09,603,1089,34887
12392,1899-01-10,596,972,35095
12393,1899-01-11,520,974,35157
12394,1899-01-12,593,903,35795
12395,1899-01-13,512,1029,36323
12396,1899-01-14,315,622,19783
12397,1899-01-15,607,1013,36009
12398,1899-01-16,564,1034,35057
12399,1899-01-17,622,951,36214
12400,1899-01-18,520,858,34432
12401,1899-01-19,501,899,35649
12402,1899-01-20,529,955,35500
