,date,pas,total
437,1790-03-19,35,6287
438,1790-03-23,16,4474
439,1790-03-26,7,2592
440,1790-03-30,21,4344
441,1790-04-02,38,5996
442,1790-04-06,3,2549
443,1790-04-09,7,2661
444,1790-04-13,8,2512
445,1790-04-16,9,2500
446,1790-04-20,4,2551
447,1790-04-23,6,2459
448,1790-04-27,56,10929
449,1790-04-30,6,2598
450,1790-05-04,4,2606
451,1790-05-07,5,2578
452,1790-05-11,3,2731
453,1790-05-14,3,2705
454,1790-05-18,2,2548
455,1790-05-21,2,2531
456,1790-05-25,12,2651
457,1790-05-28,5,2627
458,1790-06-01,3,2506
459,1790-06-04,32,8180
460,1790-06-08,7,2648
461,1790-06-11,5,2543
462,1790-06-15,3,2537
463,1790-06-18,7,2571
464,1790-06-22,2,2622
465,1790-06-25,4,2572
466,1790-06-29,5,2582
467,1790-07-02,3,2461
468,1790-07-06,10,4946
469,1790-07-09,3,2452
470,1790-07-13,4,2563
471,1790-07-16,2,2429
472,1790-07-20,6,3899
473,1790-07-23,6,3729
474,1790-07-27,11,4161
475,1790-07-30,21,4669
476,1790-08-03,4,2653
477,1790-08-06,10,5494
478,1790-08-10,14,5006
479,1790-08-13,3,2539
480,1790-08-17,3,2568
481,1790-08-20,18,4727
482,1790-08-24,9,4108
483,1790-08-27,10,5073
484,1790-08-31,1,4368
485,1790-09-03,25,6024
486,1790-09-07,13,4771
487,1790-09-10,1,3586
488,1790-09-14,4,2850
489,1790-09-17,3,2844
490,1790-09-21,51,9037
491,1790-09-24,5,3091
492,1790-09-28,6,3044
493,1790-10-01,0,2489
494,1790-10-05,5,2945
495,1790-10-08,5,2681
496,1790-10-12,1,2544
497,1790-10-15,6,2840
498,1790-10-19,2,2428
499,1790-10-22,2,3718
500,1790-10-26,3,3274
501,1790-10-29,2,3193
502,1790-11-02,6,3459
503,1790-11-05,1,3400
504,1790-11-09,6,3396
505,1790-11-12,10,4937
506,1790-11-16,5,3356
507,1790-11-19,7,3413
508,1790-11-23,4,3361
509,1790-11-26,6,3204
510,1790-11-30,4,4206
511,1790-12-03,3,2816
