,date,pas,total
596,1893-12-06,100,21924
597,1893-12-07,124,21831
598,1893-12-08,111,21679
599,1893-12-09,100,20909
600,1893-12-10,47,19087
601,1893-12-11,124,20941
602,1893-12-12,102,22986
603,1893-12-13,126,21281
604,1893-12-14,100,21952
605,1893-12-15,102,21852
606,1893-12-16,90,21739
607,1893-12-17,104,20127
608,1893-12-18,103,19679
609,1893-12-19,86,21081
610,1893-12-20,88,22829
611,1893-12-21,68,20384
612,1893-12-22,123,21203
613,1893-12-23,102,22054
614,1893-12-24,87,21952
615,1893-12-25,109,22504
616,1893-12-26,94,20467
617,1893-12-27,95,21650
618,1893-12-28,96,22447
619,1893-12-29,103,21582
620,1893-12-30,114,21109
621,1893-12-31,98,20919
622,1894-01-01,46,22497
623,1894-01-02,145,20855
624,1894-01-03,96,21480
625,1894-01-04,114,22022
626,1894-01-05,106,21781
627,1894-01-06,127,21119
628,1894-01-07,52,21036
629,1894-01-08,92,19511
630,1894-01-09,89,20197
631,1894-01-10,87,21048
632,1894-01-11,109,22482
633,1894-01-12,109,21439
634,1894-01-13,103,22298
635,1894-01-14,86,21643
636,1894-01-15,113,20293
637,1894-01-16,127,21681
638,1894-01-17,108,21423
639,1894-01-18,94,21658
640,1894-01-19,109,21809
641,1894-01-20,101,21537
642,1894-01-21,86,21920
643,1894-01-22,95,20944
644,1894-01-23,109,20885
645,1894-01-24,83,21998
646,1894-01-25,91,21945
647,1894-01-26,97,22161
648,1894-01-27,102,21427
649,1894-01-28,81,20093
650,1894-01-29,98,20337
651,1894-01-30,82,21880
652,1894-01-31,132,22414
653,1894-02-01,118,22555
654,1894-02-02,94,21430
655,1894-02-03,98,22655
656,1894-02-04,123,22734
657,1894-02-05,86,20390
658,1894-02-06,72,21107
659,1894-02-07,102,21419
660,1894-02-08,86,21492
661,1894-02-09,98,21378
662,1894-02-10,101,20905
663,1894-02-11,85,21364
664,1894-02-12,77,20460
665,1894-02-13,107,21287
666,1894-02-14,89,21490
667,1894-02-15,88,21814
668,1894-02-16,118,22580
669,1894-02-17,92,21591
670,1894-02-18,65,20728
671,1894-02-19,76,20368
672,1894-02-20,92,21451
673,1894-02-21,70,21596
674,1894-02-22,94,21660
675,1894-02-23,82,20915
676,1894-02-24,111,21823
677,1894-02-25,135,23121
678,1894-02-26,105,20232
679,1894-02-27,56,21108
680,1894-02-28,100,22928
681,1894-03-01,86,22693
682,1894-03-02,82,20736
683,1894-03-03,112,22491
684,1894-03-04,104,19173
685,1894-03-05,108,20883
686,1894-03-06,93,21482
687,1894-03-07,87,22288
688,1894-03-08,102,22328
689,1894-03-09,97,22335
690,1894-03-10,77,22077
691,1894-03-11,66,21076
692,1894-03-12,124,20531
693,1894-03-13,107,21510
694,1894-03-14,112,22378
695,1894-03-15,107,21885
696,1894-03-16,82,22126
697,1894-03-17,82,21907
698,1894-03-18,74,20292
699,1894-03-19,81,20897
700,1894-03-20,107,21357
701,1894-03-21,77,21814
702,1894-03-22,101,21339
703,1894-03-23,109,21802
704,1894-03-24,91,21234
705,1894-03-25,81,21027
706,1894-03-26,72,20786
707,1894-03-27,96,20734
708,1894-03-28,115,22009
709,1894-03-29,95,22184
710,1894-03-30,75,21139
711,1894-03-31,70,21258
712,1894-04-01,55,20026
713,1894-04-02,72,20798
714,1894-04-03,101,22099
715,1894-04-04,77,21910
716,1894-04-05,95,21541
717,1894-04-06,69,21323
718,1894-04-07,101,21418
719,1894-04-08,63,19393
720,1894-04-09,110,20117
721,1894-04-10,96,21724
722,1894-04-11,98,21893
723,1894-04-12,100,22888
724,1894-04-13,76,21754
725,1894-04-14,107,22738
726,1894-04-15,54,21745
727,1894-04-16,74,21307
728,1894-04-17,75,22249
729,1894-04-18,111,22565
730,1894-04-19,95,22994
731,1894-04-20,82,22093
732,1894-04-21,120,22283
733,1894-04-22,70,22879
734,1894-04-23,65,19811
735,1894-04-24,79,20486
736,1894-04-25,77,21029
737,1894-04-26,98,23115
738,1894-04-27,69,22295
739,1894-04-28,130,22825
740,1894-04-29,84,23292
741,1894-04-30,93,20917
742,1894-05-01,89,21422
743,1894-05-02,111,21844
744,1894-05-03,88,22605
745,1894-05-04,111,20638
746,1894-05-05,92,21382
747,1894-05-06,48,18536
748,1894-05-07,84,21716
749,1894-05-08,79,21007
750,1894-05-09,89,22158
751,1894-05-10,100,22741
752,1894-05-11,113,21985
753,1894-05-12,109,23580
754,1894-05-13,90,22780
755,1894-05-14,81,21795
756,1894-05-15,112,21202
757,1894-05-16,101,21451
758,1894-05-17,88,22570
759,1894-05-18,67,22195
760,1894-05-19,88,21401
761,1894-05-20,81,22471
762,1894-05-21,69,20175
763,1894-05-22,75,19546
764,1894-05-23,85,19995
765,1894-05-24,76,20006
766,1894-05-25,81,19259
767,1894-05-26,91,19477
768,1894-05-27,76,20872
769,1894-05-28,83,19870
770,1894-05-29,108,20076
771,1894-05-30,88,19575
772,1894-05-31,83,20871
773,1894-06-01,104,20530
774,1894-06-02,58,15851
775,1894-06-03,66,18867
776,1894-06-04,94,19273
777,1894-06-05,77,20912
778,1894-06-06,86,20677
779,1894-06-07,76,20184
780,1894-06-08,56,19874
781,1894-06-09,76,20602
782,1894-06-10,75,19576
783,1894-06-11,80,19633
784,1894-06-12,66,20109
785,1894-06-13,66,21354
786,1894-06-14,89,22775
787,1894-06-15,92,21752
788,1894-06-16,76,22256
789,1894-06-17,90,22606
790,1894-06-18,74,21058
791,1894-06-19,73,21631
792,1894-06-20,70,22009
793,1894-06-21,98,21581
794,1894-06-22,73,22655
795,1894-06-23,86,20965
796,1894-06-24,97,22857
797,1894-06-25,66,19572
798,1894-06-26,70,22123
799,1894-06-27,68,22121
800,1894-06-28,70,20570
801,1894-06-29,63,21038
802,1894-06-30,72,21317
803,1894-07-01,65,21883
804,1894-07-02,79,21168
805,1894-07-03,76,23155
806,1894-07-04,92,22157
807,1894-07-05,90,22629
808,1894-07-06,76,21998
809,1894-07-07,71,22388
810,1894-07-08,68,22660
811,1894-07-09,91,20867
812,1894-07-10,69,21454
813,1894-07-11,117,22867
814,1894-07-12,79,23352
815,1894-07-13,90,22128
816,1894-07-14,100,22357
817,1894-07-15,107,21311
818,1894-07-16,92,21315
819,1894-07-17,89,21269
820,1894-07-18,133,22247
821,1894-07-19,134,24033
822,1894-07-20,104,22609
823,1894-07-21,105,21958
824,1894-07-22,104,22222
825,1894-07-23,89,21003
826,1894-07-24,130,23027
827,1894-07-25,126,23199
828,1894-07-26,107,24035
829,1894-07-27,118,22910
830,1894-07-28,98,22315
831,1894-07-29,81,21126
832,1894-07-30,113,20534
833,1894-07-31,76,22936
834,1894-08-01,50,22114
835,1894-08-02,73,21114
836,1894-08-03,94,21589
837,1894-08-04,81,21638
838,1894-08-05,82,21489
839,1894-08-06,110,20483
840,1894-08-07,77,21593
841,1894-08-08,96,21532
842,1894-08-09,89,21642
843,1894-08-10,121,22104
844,1894-08-11,129,23367
845,1894-08-12,113,23314
846,1894-08-13,101,20552
847,1894-08-14,125,22126
848,1894-08-15,82,22006
849,1894-08-16,103,21557
850,1894-08-17,92,21926
851,1894-08-18,93,22132
852,1894-08-19,86,21834
853,1894-08-20,106,20676
854,1894-08-21,85,22554
855,1894-08-22,75,22230
856,1894-08-23,97,22403
857,1894-08-24,104,22319
858,1894-08-25,138,22251
859,1894-08-26,82,22891
860,1894-08-27,68,19676
861,1894-08-28,82,22101
862,1894-08-29,62,20395
863,1894-08-30,95,21954
864,1894-08-31,82,21697
865,1894-09-01,81,21771
866,1894-09-02,59,22005
867,1894-09-03,63,20820
868,1894-09-04,84,21793
869,1894-09-05,91,22386
870,1894-09-06,69,22564
871,1894-09-07,71,22619
872,1894-09-08,93,22207
873,1894-09-09,79,22252
874,1894-09-10,87,21235
875,1894-09-11,76,21378
876,1894-09-12,110,22967
877,1894-09-13,93,23670
878,1894-09-14,65,21929
879,1894-09-15,74,21885
880,1894-09-16,64,18577
881,1894-09-17,72,21420
882,1894-09-18,95,22897
883,1894-09-19,99,22107
884,1894-09-20,84,22490
885,1894-09-21,93,22348
886,1894-09-22,101,22786
887,1894-09-23,107,22400
888,1894-09-24,93,20944
889,1894-09-25,83,22099
890,1894-09-26,89,22574
891,1894-09-27,94,21650
892,1894-09-28,85,21187
893,1894-09-29,81,21528
894,1894-09-30,40,18164
895,1894-10-01,91,20821
896,1894-10-02,91,22834
897,1894-10-03,75,21483
898,1894-10-04,86,22508
899,1894-10-05,113,22506
900,1894-10-06,125,21963
901,1894-10-07,72,19176
902,1894-10-08,106,21466
903,1894-10-09,81,21477
904,1894-10-10,101,22380
905,1894-10-11,102,22089
906,1894-10-12,118,22481
907,1894-10-13,137,22312
908,1894-10-14,101,22900
909,1894-10-15,143,21800
910,1894-10-16,86,22466
911,1894-10-17,102,22918
912,1894-10-18,110,22444
913,1894-10-19,91,21880
914,1894-10-20,78,20807
915,1894-10-21,62,20010
916,1894-10-22,91,20079
917,1894-10-23,102,22780
918,1894-10-24,116,22214
919,1894-10-25,64,22195
920,1894-10-26,97,20944
921,1894-10-27,106,22052
922,1894-10-28,73,22670
923,1894-10-29,69,20676
924,1894-10-30,94,23034
925,1894-10-31,114,22716
926,1894-11-01,112,21584
927,1894-11-02,97,20434
928,1894-11-03,52,21374
929,1894-11-04,69,20595
930,1894-11-05,122,21397
931,1894-11-06,91,22182
932,1894-11-07,89,22595
933,1894-11-08,109,22109
934,1894-11-09,93,22325
935,1894-11-10,91,23004
936,1894-11-11,88,21702
937,1894-11-12,77,21133
938,1894-11-13,88,21320
939,1894-11-14,98,21855
940,1894-11-15,83,21842
941,1894-11-16,105,20016
942,1894-11-17,66,21886
943,1894-11-18,114,22838
944,1894-11-19,103,21752
945,1894-11-20,73,21337
946,1894-11-21,73,22066
947,1894-11-22,95,22681
948,1894-11-23,90,21208
949,1894-11-24,99,21058
950,1894-11-25,101,21254
951,1894-11-26,109,20657
