,date,pas,total
470,1885-05-01,48,10884
471,1885-05-02,50,11228
472,1885-05-03,41,10249
473,1885-05-05,49,10641
474,1885-05-06,69,11134
475,1885-05-07,58,11240
476,1885-05-08,44,11378
477,1885-05-09,66,10895
478,1885-05-10,56,10800
479,1885-05-12,60,11105
480,1885-05-13,62,11728
481,1885-05-14,53,10363
482,1885-05-16,54,11653
483,1885-05-17,49,11480
484,1885-05-19,41,11640
485,1885-05-20,49,11255
486,1885-05-21,63,11567
487,1885-05-22,83,12004
488,1885-05-23,86,12194
489,1885-05-24,43,10711
490,1885-05-26,71,12208
491,1885-05-27,57,11593
492,1885-05-28,60,11189
493,1885-05-29,67,12084
494,1885-05-30,88,12605
495,1885-05-31,57,10374
496,1885-06-02,61,11825
497,1885-06-03,83,12147
498,1885-06-04,53,11650
499,1885-06-05,57,11611
500,1885-06-06,59,12183
501,1885-06-07,64,11101
502,1885-06-09,48,10898
503,1885-06-10,76,11638
504,1885-06-11,54,11452
505,1885-06-12,62,11598
506,1885-06-13,61,12673
507,1885-06-14,90,12111
508,1885-06-16,55,9637
509,1885-06-17,57,11898
510,1885-06-18,43,11295
511,1885-06-19,70,11718
512,1885-06-20,44,11059
513,1885-06-21,55,11549
514,1885-06-23,51,10867
515,1885-06-24,45,11127
516,1885-06-25,60,11343
517,1885-06-26,62,11569
518,1885-06-27,57,11533
519,1885-06-28,58,11430
520,1885-06-30,57,11154
521,1885-07-01,61,11313
522,1885-07-02,58,12615
523,1885-07-03,48,11459
524,1885-07-04,61,11848
525,1885-07-05,49,10991
526,1885-07-07,57,11495
527,1885-07-08,68,11756
528,1885-07-09,49,11158
529,1885-07-10,53,11272
530,1885-07-11,59,11767
531,1885-07-12,77,10790
532,1885-07-14,47,10572
533,1885-07-16,52,11615
534,1885-07-17,57,12221
535,1885-07-18,62,11747
536,1885-07-19,42,11969
537,1885-07-21,72,11289
538,1885-07-22,55,11819
539,1885-07-23,36,11240
540,1885-07-24,56,11440
541,1885-07-25,54,11508
542,1885-07-26,46,10736
543,1885-07-28,68,11031
544,1885-07-29,88,11316
545,1885-07-30,58,13726
546,1885-07-31,69,12804
547,1885-08-01,76,13161
548,1885-08-02,52,11559
549,1885-08-04,42,11681
550,1885-08-05,53,12501
551,1885-08-06,45,12218
552,1885-08-07,48,12424
553,1885-08-08,62,12397
554,1885-08-09,56,11900
555,1885-08-11,50,12453
556,1885-08-12,46,12282
557,1885-08-13,64,12246
558,1885-08-14,59,12388
559,1885-08-15,42,12408
560,1885-08-18,51,11618
561,1885-08-19,63,12298
562,1885-08-20,58,12268
563,1885-08-21,60,11637
564,1885-08-22,66,12454
565,1885-08-23,51,12247
566,1885-08-25,52,12415
567,1885-08-26,61,12820
568,1885-08-27,53,12417
569,1885-08-28,43,11802
570,1885-08-29,47,11995
571,1885-08-30,52,12444
572,1885-09-01,44,12609
573,1885-09-02,54,12320
574,1885-09-03,60,12880
575,1885-09-04,57,11758
576,1885-09-05,63,11417
577,1885-09-06,48,11826
578,1885-09-08,62,11470
579,1885-09-09,45,12487
580,1885-09-10,59,12263
581,1885-09-11,58,12414
582,1885-09-12,70,12447
583,1885-09-13,49,11873
584,1885-09-15,43,10071
585,1885-09-16,55,11947
586,1885-09-17,57,12516
587,1885-09-18,47,11948
588,1885-09-19,65,12317
589,1885-09-20,61,11985
590,1885-09-22,54,12151
591,1885-09-23,45,12964
592,1885-09-24,71,12200
593,1885-09-25,68,12911
594,1885-09-26,54,11208
595,1885-09-27,66,12211
596,1885-09-29,60,11107
597,1885-09-30,66,12484
598,1885-10-01,53,12529
599,1885-10-02,72,12516
600,1885-10-03,56,11748
601,1885-10-04,81,11725
602,1885-10-06,50,10077
603,1885-10-07,61,11923
604,1885-10-08,42,11691
605,1885-10-09,43,10263
606,1885-10-10,54,12529
607,1885-10-11,57,10882
608,1885-10-13,51,11525
609,1885-10-14,59,12936
610,1885-10-15,69,12831
611,1885-10-16,60,12806
612,1885-10-17,56,12565
613,1885-10-18,49,12541
614,1885-10-21,50,11587
615,1885-10-22,59,12129
616,1885-10-23,64,12106
617,1885-10-24,72,12291
618,1885-10-25,82,12687
619,1885-10-27,62,11220
620,1885-10-28,53,12075
621,1885-10-29,59,12038
622,1885-10-30,59,11380
623,1885-10-31,57,11104
624,1885-11-01,48,10757
625,1885-11-03,38,11045
626,1885-11-04,61,11550
627,1885-11-05,61,12016
628,1885-11-06,58,11019
629,1885-11-07,68,11969
630,1885-11-08,60,11584
631,1885-11-10,79,11292
632,1885-11-11,89,12378
633,1885-11-12,59,11911
634,1885-11-13,47,11052
635,1885-11-14,52,12084
636,1885-11-15,56,11881
637,1885-11-17,83,12191
638,1885-11-18,52,11249
639,1885-11-19,39,11756
640,1885-11-20,49,11585
641,1885-11-21,65,11677
642,1885-11-22,44,9270
643,1885-11-24,57,11285
644,1885-11-25,66,12201
645,1885-11-26,68,11622
646,1885-11-27,65,12065
647,1885-11-28,62,11696
648,1885-11-29,62,11953
649,1885-12-01,45,11043
650,1885-12-02,86,12012
651,1885-12-03,45,10864
652,1885-12-04,47,10774
653,1885-12-05,57,11068
654,1885-12-06,48,9657
655,1885-12-08,46,10106
656,1885-12-09,60,10936
657,1885-12-10,70,12284
658,1885-12-11,44,11383
659,1885-12-12,48,11920
660,1885-12-13,56,11713
661,1885-12-15,32,11163
662,1885-12-16,72,11537
663,1885-12-17,46,10481
664,1885-12-18,42,12002
665,1885-12-19,51,11484
666,1885-12-20,45,10906
667,1885-12-22,61,12020
668,1885-12-23,144,16206
669,1885-12-24,65,11401
670,1885-12-25,57,10290
671,1885-12-26,47,10910
672,1885-12-29,52,10399
673,1885-12-30,59,11994
674,1885-12-31,54,11282
675,1886-01-01,49,11088
676,1886-01-03,56,11615
677,1886-01-05,56,11485
678,1886-01-06,44,11494
679,1886-01-07,66,10991
680,1886-01-08,59,11718
681,1886-01-09,54,11832
682,1886-01-10,48,10981
683,1886-01-12,64,11994
684,1886-01-13,53,11261
685,1886-01-14,73,11711
686,1886-01-15,51,11228
687,1886-01-16,48,12015
688,1886-01-17,51,11977
689,1886-01-19,51,11080
690,1886-01-20,61,11774
691,1886-01-21,56,11924
692,1886-01-22,42,11494
693,1886-01-23,49,11163
694,1886-01-24,42,11183
695,1886-01-26,46,11347
696,1886-01-27,62,12268
697,1886-01-28,70,12141
698,1886-01-29,51,10867
699,1886-01-30,59,11913
700,1886-01-31,51,11736
701,1886-02-02,60,12480
702,1886-02-03,40,12459
703,1886-02-04,56,12410
704,1886-02-05,39,12230
705,1886-02-06,56,11193
706,1886-02-07,53,12317
707,1886-02-09,85,12199
708,1886-02-10,50,12399
709,1886-02-11,57,12536
710,1886-02-12,70,12232
711,1886-02-13,61,12375
712,1886-02-14,70,12062
713,1886-02-16,61,12086
714,1886-02-17,69,11574
715,1886-02-18,78,12236
716,1886-02-19,64,12026
717,1886-02-23,49,11577
718,1886-02-24,63,11936
719,1886-02-25,65,12082
720,1886-02-26,55,11598
721,1886-02-28,67,11257
722,1886-03-02,64,11917
723,1886-03-04,50,11527
724,1886-03-07,58,12014
725,1886-05-04,48,12196
726,1886-05-05,40,10825
727,1886-05-06,63,12043
728,1886-05-07,44,11502
729,1886-05-08,25,12052
730,1886-05-09,51,11041
731,1886-05-11,60,12024
732,1886-05-12,44,11546
733,1886-05-13,59,12540
734,1886-05-14,62,12804
735,1886-05-15,39,11805
736,1886-05-16,42,11061
737,1886-05-18,58,12061
738,1886-05-19,54,11575
739,1886-05-20,44,11766
740,1886-05-21,58,12113
741,1886-05-22,49,11359
742,1886-05-23,41,12005
743,1886-05-25,50,11899
744,1886-05-26,55,11678
745,1886-05-27,61,11821
746,1886-05-28,38,11662
747,1886-05-29,57,11892
748,1886-05-30,46,11381
749,1886-06-01,48,12954
750,1886-06-02,53,11823
751,1886-06-03,67,11260
752,1886-06-05,59,11780
753,1886-06-06,66,11708
754,1886-06-08,61,12093
755,1886-06-09,80,12559
756,1886-06-10,52,11999
757,1886-06-11,67,12209
758,1886-06-12,77,12370
759,1886-06-13,75,11963
760,1886-06-15,64,11898
761,1886-06-16,49,11727
762,1886-06-17,70,12331
763,1886-06-18,65,11716
764,1886-06-19,97,12621
765,1886-06-20,60,11841
766,1886-06-22,65,12031
767,1886-06-23,78,12539
768,1886-06-24,97,12525
769,1886-06-25,61,12320
770,1886-06-26,61,12204
771,1886-06-27,42,11896
772,1886-06-29,70,12690
773,1886-06-30,50,12879
774,1886-07-01,72,12243
775,1886-07-02,50,12168
776,1886-07-03,49,12055
