,date,pas,total,year,month
837,1791-08-28,112,24031,1791,8
643,1791-08-29,233,34229,1791,8
663,1791-08-30,219,33664,1791,8
602,1791-08-31,313,41581,1791,8
590,1791-09-01,150,18789,1791,9
792,1791-09-02,117,22913,1791,9
917,1791-09-03,57,15110,1791,9
945,1791-09-04,31,8998,1791,9
753,1791-09-05,217,39552,1791,9
997,1791-09-06,48,21089,1791,9
816,1791-09-07,110,22750,1791,9
665,1791-09-08,107,16564,1791,9
938,1791-09-09,381,107308,1791,9
914,1791-09-10,481,126852,1791,9
970,1791-09-11,14,4538,1791,9
835,1791-09-12,194,41561,1791,9
693,1791-09-13,126,20585,1791,9
902,1791-09-14,78,19790,1791,9
946,1791-09-15,168,48874,1791,9
1396,1791-09-15,58,23711,1791,9
899,1791-09-16,71,17946,1791,9
979,1791-09-17,245,87598,1791,9
845,1791-09-18,27,5849,1791,9
900,1791-09-19,49,12386,1791,9
907,1791-09-20,126,32186,1791,9
959,1791-09-21,144,45252,1791,9
985,1791-09-22,166,62807,1791,9
598,1791-09-23,224,29531,1791,9
625,1791-09-24,383,54750,1791,9
974,1791-09-25,68,23139,1791,9
924,1791-09-26,88,23887,1791,9
954,1791-09-27,182,56291,1791,9
996,1791-09-28,214,93398,1791,9
940,1791-09-29,410,115691,1791,9
953,1791-09-30,212,65320,1791,9
848,1791-10-01,148,32234,1791,10
969,1791-10-01,8,2587,1791,10
603,1791-10-02,98,13040,1791,10
703,1791-10-03,15,2500,1791,10
810,1791-10-04,25,5065,1791,10
604,1791-10-05,115,15309,1791,10
610,1791-10-06,129,17464,1791,10
581,1791-10-08,142,17080,1791,10
834,1791-10-09,80,17104,1791,10
904,1791-10-10,60,15283,1791,10
844,1791-10-11,80,17326,1791,10
877,1791-10-12,64,15066,1791,10
882,1791-10-13,80,19000,1791,10
632,1791-10-14,134,19327,1791,10
628,1791-10-15,76,10930,1791,10
710,1791-10-16,62,10441,1791,10
725,1791-10-17,58,9936,1791,10
679,1791-10-18,81,12897,1791,10
627,1791-10-20,225,32292,1791,10
726,1791-10-21,118,20227,1791,10
827,1791-10-22,83,17577,1791,10
936,1791-10-23,41,11523,1791,10
861,1791-10-24,79,17795,1791,10
722,1791-10-25,160,27247,1791,10
764,1791-10-26,145,26977,1791,10
623,1791-10-27,190,26944,1791,10
739,1791-10-28,241,43129,1791,10
783,1791-10-29,98,18814,1791,10
592,1791-10-30,126,16005,1791,10
813,1791-10-31,138,28113,1791,10
735,1791-11-02,90,15946,1791,11
743,1791-11-03,111,20056,1791,11
860,1791-11-04,90,20223,1791,11
588,1791-11-05,170,21238,1791,11
859,1791-11-06,63,14113,1791,11
805,1791-11-07,98,19598,1791,11
596,1791-11-08,186,24202,1791,11
713,1791-11-09,88,14870,1791,11
613,1791-11-10,100,13632,1791,11
789,1791-11-11,103,20053,1791,11
697,1791-11-12,162,26768,1791,11
915,1791-11-13,51,13454,1791,11
644,1791-11-14,151,22249,1791,11
622,1791-11-15,99,14008,1791,11
791,1791-11-16,109,21321,1791,11
619,1791-11-17,177,25005,1791,11
763,1791-11-18,108,20027,1791,11
839,1791-11-19,490,105562,1791,11
787,1791-11-20,85,16476,1791,11
673,1791-11-21,143,22446,1791,11
768,1791-11-22,129,24207,1791,11
850,1791-11-23,79,17276,1791,11
701,1791-11-24,239,39690,1791,11
599,1791-11-25,103,13610,1791,11
736,1791-11-26,127,22582,1791,11
920,1791-11-27,59,15754,1791,11
984,1791-11-28,53,19899,1791,11
745,1791-11-29,172,31157,1791,11
994,1791-11-30,38,15955,1791,11
698,1791-12-01,246,40647,1791,12
786,1791-12-02,88,16980,1791,12
651,1791-12-03,257,38489,1791,12
931,1791-12-04,59,16351,1791,12
890,1791-12-05,95,23045,1791,12
750,1791-12-06,127,23085,1791,12
594,1791-12-07,213,27580,1791,12
765,1791-12-08,144,26948,1791,12
865,1791-12-09,108,24622,1791,12
838,1791-12-10,198,42529,1791,12
687,1791-12-11,152,24556,1791,12
595,1791-12-12,151,19645,1791,12
609,1791-12-13,503,67998,1791,12
862,1791-12-15,186,42100,1791,12
676,1791-12-16,107,16991,1791,12
888,1791-12-17,242,58502,1791,12
980,1791-12-18,226,81285,1791,12
949,1791-12-19,58,17035,1791,12
732,1791-12-20,132,23272,1791,12
729,1791-12-21,65,11411,1791,12
747,1791-12-22,159,28882,1791,12
668,1791-12-23,76,11784,1791,12
759,1791-12-24,231,42674,1791,12
826,1791-12-25,111,23495,1791,12
869,1791-12-26,156,35976,1791,12
916,1791-12-27,157,41466,1791,12
761,1791-12-29,283,52315,1791,12
767,1791-12-30,204,38273,1791,12
631,1791-12-31,258,37205,1791,12
777,1792-01-01,122,23245,1792,1
883,1792-01-02,106,25184,1792,1
638,1792-01-03,273,39794,1792,1
695,1792-01-04,87,14282,1792,1
630,1792-01-05,189,27236,1792,1
937,1792-01-06,50,14071,1792,1
1068,1792-01-06,101,17729,1792,1
755,1792-01-07,319,58444,1792,1
586,1792-01-09,302,37634,1792,1
727,1792-01-10,121,21122,1792,1
933,1792-01-11,426,118638,1792,1
720,1792-01-12,144,24476,1792,1
606,1792-01-13,306,40959,1792,1
928,1792-01-14,100,27274,1792,1
884,1792-01-15,36,8629,1792,1
708,1792-01-16,77,12944,1792,1
680,1792-01-17,211,33591,1792,1
674,1792-01-18,130,20525,1792,1
897,1792-01-19,127,31829,1792,1
847,1792-01-20,101,21951,1792,1
669,1792-01-21,211,32758,1792,1
779,1792-01-22,90,17200,1792,1
684,1792-01-23,85,13612,1792,1
784,1792-01-24,199,38302,1792,1
702,1792-01-25,153,25450,1792,1
762,1792-01-26,137,25379,1792,1
655,1792-01-27,127,19122,1792,1
905,1792-01-28,120,30631,1792,1
846,1792-01-29,45,9751,1792,1
652,1792-01-30,178,26695,1792,1
633,1792-01-31,150,21663,1792,1
706,1792-02-01,226,37825,1792,2
635,1792-02-02,90,13009,1792,2
875,1792-02-03,69,16197,1792,2
775,1792-02-04,293,55770,1792,2
910,1792-02-05,70,18111,1792,2
947,1792-02-06,141,41059,1792,2
707,1792-02-07,114,19134,1792,2
957,1792-02-08,68,21291,1792,2
754,1792-02-09,297,54135,1792,2
906,1792-02-10,204,52094,1792,2
903,1792-02-11,247,62853,1792,2
879,1792-02-12,52,12281,1792,2
800,1792-02-13,108,21502,1792,2
819,1792-02-14,166,34598,1792,2
876,1792-02-15,183,43061,1792,2
872,1792-02-16,115,26639,1792,2
650,1792-02-17,165,24700,1792,2
885,1792-02-18,187,44894,1792,2
925,1792-02-19,117,31823,1792,2
688,1792-02-20,235,38020,1792,2
776,1792-02-21,186,35406,1792,2
1020,1792-02-22,183,26195,1792,2
1003,1792-02-23,182,19844,1792,2
1181,1792-02-24,137,30631,1792,2
1094,1792-02-25,223,41971,1792,2
1006,1792-02-26,121,14752,1792,2
1264,1792-02-27,105,27832,1792,2
1240,1792-02-28,129,32777,1792,2
1054,1792-02-29,253,42244,1792,2
1044,1792-03-01,370,59933,1792,3
1114,1792-03-02,291,56851,1792,3
1267,1792-03-03,124,33064,1792,3
1183,1792-03-04,53,11904,1792,3
1197,1792-03-05,103,23530,1792,3
1143,1792-03-06,132,27375,1792,3
1217,1792-03-07,165,39982,1792,3
1059,1792-03-08,284,48092,1792,3
1355,1792-03-09,43,14714,1792,3
1004,1792-03-10,279,32905,1792,3
1256,1792-03-11,132,34773,1792,3
1180,1792-03-12,334,74464,1792,3
1073,1792-03-13,413,72726,1792,3
1222,1792-03-14,159,39035,1792,3
1330,1792-03-15,114,35897,1792,3
1022,1792-03-16,155,22291,1792,3
1150,1792-03-17,190,40007,1792,3
1080,1792-03-18,254,45386,1792,3
1033,1792-03-19,249,38057,1792,3
1338,1792-03-20,81,26145,1792,3
1362,1792-03-21,262,91970,1792,3
1034,1792-03-22,252,38589,1792,3
1118,1792-03-23,276,54084,1792,3
1084,1792-03-24,218,40000,1792,3
1346,1792-03-25,25,8351,1792,3
1360,1792-03-26,96,33517,1792,3
1184,1792-03-27,194,43673,1792,3
1271,1792-03-28,237,63891,1792,3
1270,1792-03-29,152,40969,1792,3
1027,1792-03-30,537,79762,1792,3
1131,1792-03-31,188,37647,1792,3
1257,1792-04-01,118,31096,1792,4
1043,1792-04-02,141,22821,1792,4
1221,1792-04-03,289,70450,1792,4
1065,1792-04-04,201,35022,1792,4
1161,1792-04-05,112,24108,1792,4
1269,1792-04-06,146,39290,1792,4
1178,1792-04-07,304,67546,1792,4
1340,1792-04-08,56,18349,1792,4
1309,1792-04-09,128,38307,1792,4
1281,1792-04-10,219,60198,1792,4
1216,1792-04-11,167,40134,1792,4
1166,1792-04-12,236,51513,1792,4
1098,1792-04-13,111,21023,1792,4
1312,1792-04-14,241,72659,1792,4
1154,1792-04-15,74,15713,1792,4
1116,1792-04-16,265,51898,1792,4
1186,1792-04-17,226,51082,1792,4
1332,1792-04-18,222,70348,1792,4
1088,1792-04-19,167,30975,1792,4
1121,1792-04-20,165,32573,1792,4
1302,1792-04-21,193,56153,1792,4
1223,1792-04-22,112,27526,1792,4
1212,1792-04-23,107,25293,1792,4
1134,1792-04-24,236,47605,1792,4
1322,1792-04-25,132,40811,1792,4
1023,1792-04-26,243,34997,1792,4
1253,1792-04-27,151,39513,1792,4
1165,1792-04-28,113,24557,1792,4
1350,1792-04-29,47,15829,1792,4
1357,1792-04-30,148,51156,1792,4
1288,1792-05-01,228,64251,1792,5
1345,1792-05-02,195,64942,1792,5
1103,1792-05-03,153,29242,1792,5
1185,1792-05-04,118,26606,1792,5
1277,1792-05-05,150,40871,1792,5
1409,1792-05-06,24,13167,1792,5
1315,1792-05-07,131,39870,1792,5
1311,1792-05-08,51,15347,1792,5
1038,1792-05-09,147,23235,1792,5
1203,1792-05-10,182,41964,1792,5
1137,1792-05-11,147,30027,1792,5
1208,1792-05-12,199,46611,1792,5
1228,1792-05-13,55,13597,1792,5
1136,1792-05-14,358,72600,1792,5
1029,1792-05-15,247,37300,1792,5
1087,1792-05-16,457,84591,1792,5
1210,1792-05-17,109,25693,1792,5
1079,1792-05-18,121,21610,1792,5
1067,1792-05-19,234,40889,1792,5
1030,1792-05-20,176,26645,1792,5
1235,1792-05-21,216,54114,1792,5
1339,1792-05-22,125,40713,1792,5
1294,1792-05-23,156,44460,1792,5
1014,1792-05-24,177,23941,1792,5
1142,1792-05-25,219,45373,1792,5
1220,1792-05-26,117,28435,1792,5
1351,1792-05-27,52,17522,1792,5
1323,1792-05-28,221,68586,1792,5
1062,1792-05-29,381,65420,1792,5
1258,1792-05-30,192,50742,1792,5
1374,1792-05-31,163,60989,1792,5
1130,1792-06-01,180,36027,1792,6
1225,1792-06-02,352,86555,1792,6
1049,1792-06-04,259,42561,1792,6
1056,1792-06-05,384,64833,1792,6
1046,1792-06-06,287,46816,1792,6
1126,1792-06-07,50,9966,1792,6
1205,1792-06-08,154,35844,1792,6
1236,1792-06-09,204,51352,1792,6
1071,1792-06-10,142,24977,1792,6
1353,1792-06-11,76,25762,1792,6
1063,1792-06-12,205,35489,1792,6
1567,1792-06-13,145,45710,1792,6
1085,1792-06-13,351,64599,1792,6
1113,1792-06-14,164,31935,1792,6
1021,1792-06-15,269,38680,1792,6
1243,1792-06-16,255,65177,1792,6
1276,1792-06-17,38,10348,1792,6
1077,1792-06-18,173,30755,1792,6
1146,1792-06-19,226,47243,1792,6
1187,1792-06-20,118,26704,1792,6
1112,1792-06-21,167,32428,1792,6
1099,1792-06-22,184,34989,1792,6
1237,1792-06-23,192,48632,1792,6
1193,1792-06-24,102,23242,1792,6
1069,1792-06-25,214,37599,1792,6
1286,1792-06-26,93,26036,1792,6
1182,1792-06-27,172,38521,1792,6
1207,1792-06-29,107,25033,1792,6
1076,1792-06-30,258,45852,1792,6
1167,1792-07-01,49,10706,1792,7
1078,1792-07-02,424,75506,1792,7
849,1792-07-02,56,12198,1792,7
1064,1792-07-03,170,29560,1792,7
1140,1792-07-04,118,24201,1792,7
1145,1792-07-05,146,30337,1792,7
1200,1792-07-06,217,49883,1792,7
1248,1792-07-07,128,33006,1792,7
1352,1792-07-08,43,14507,1792,7
1037,1792-07-09,293,45564,1792,7
1083,1792-07-10,166,30097,1792,7
1036,1792-07-11,311,48334,1792,7
1177,1792-07-12,343,76150,1792,7
1035,1792-07-13,317,48983,1792,7
1101,1792-07-15,101,19258,1792,7
1306,1792-07-16,95,28140,1792,7
1324,1792-07-17,160,49677,1792,7
1326,1792-07-18,186,57887,1792,7
1123,1792-07-19,133,26482,1792,7
1138,1792-07-20,164,33555,1792,7
1090,1792-07-21,235,43654,1792,7
1105,1792-07-22,83,15950,1792,7
1172,1792-07-23,187,41101,1792,7
1199,1792-07-24,96,22044,1792,7
1012,1792-07-25,209,28098,1792,7
1082,1792-07-26,194,35037,1792,7
1148,1792-07-27,162,33923,1792,7
1261,1792-07-28,125,33104,1792,7
1334,1792-07-30,102,32500,1792,7
1189,1792-07-31,138,31325,1792,7
1155,1792-08-01,238,50594,1792,8
1300,1792-08-02,144,41452,1792,8
1255,1792-08-03,279,73365,1792,8
1124,1792-08-04,188,37433,1792,8
1371,1792-08-05,48,17597,1792,8
1305,1792-08-06,113,33086,1792,8
1328,1792-08-07,38,11910,1792,8
1016,1792-08-08,318,43507,1792,8
1045,1792-08-09,156,25306,1792,8
1201,1792-08-09,82,18871,1792,8
1168,1792-08-10,308,67327,1792,8
1372,1792-08-11,170,62619,1792,8
1290,1792-08-12,82,23112,1792,8
1394,1792-08-14,80,31939,1792,8
1283,1792-08-15,365,100923,1792,8
1377,1792-08-16,57,21459,1792,8
1376,1792-08-17,80,30088,1792,8
1335,1792-08-18,108,34412,1792,8
1380,1792-08-19,90,34108,1792,8
1386,1792-08-20,79,30426,1792,8
1390,1792-08-21,318,125639,1792,8
1209,1792-08-22,96,22537,1792,8
1053,1792-08-23,256,42600,1792,8
1383,1792-08-24,54,20732,1792,8
1403,1792-08-25,43,19166,1792,8
1391,1792-08-26,47,18646,1792,8
1382,1792-08-27,77,29408,1792,8
1348,1792-08-28,90,30225,1792,8
1384,1792-08-29,23,8828,1792,8
1393,1792-08-30,72,28606,1792,8
1272,1792-08-31,217,58509,1792,8
1370,1792-09-01,82,29919,1792,9
1413,1792-09-02,17,15311,1792,9
1412,1792-09-03,116,80277,1792,9
1327,1792-09-04,30,9394,1792,9
1405,1792-09-05,61,29692,1792,9
1359,1792-09-06,118,41104,1792,9
1410,1792-09-07,48,28282,1792,9
1402,1792-09-08,82,35679,1792,9
1369,1792-09-09,73,26417,1792,9
1395,1792-09-10,89,35536,1792,9
1344,1792-09-11,79,26110,1792,9
1347,1792-09-12,56,18795,1792,9
1364,1792-09-13,90,31994,1792,9
1307,1792-09-14,130,38606,1792,9
1407,1792-09-15,37,18948,1792,9
1387,1792-09-16,90,34889,1792,9
1317,1792-09-17,140,42720,1792,9
1388,1792-09-18,50,19482,1792,9
1379,1792-09-19,70,26496,1792,9
1343,1792-09-20,138,45590,1792,9
1139,1792-09-21,610,124814,1792,9
1133,1792-09-22,102,20516,1792,9
1238,1792-09-23,59,14975,1792,9
1061,1792-09-24,77,13149,1792,9
1060,1792-09-25,155,26441,1792,9
1162,1792-09-26,80,17219,1792,9
1268,1792-09-27,64,17202,1792,9
1316,1792-09-28,65,19815,1792,9
1219,1792-09-29,96,23320,1792,9
1389,1792-09-30,95,37361,1792,9
1173,1792-10-01,68,14987,1792,10
1273,1792-10-02,54,14569,1792,10
1336,1792-10-03,44,14055,1792,10
1246,1792-10-04,95,24433,1792,10
1108,1792-10-05,144,27777,1792,10
1275,1792-10-06,57,15519,1792,10
1274,1792-10-07,53,14401,1792,10
1303,1792-10-08,52,15152,1792,10
1262,1792-10-09,91,24101,1792,10
1102,1792-10-10,105,20018,1792,10
1265,1792-10-11,50,13270,1792,10
1289,1792-10-12,46,12963,1792,10
1398,1792-10-13,29,12209,1792,10
1408,1792-10-14,25,12809,1792,10
1169,1792-10-15,74,16198,1792,10
1132,1792-10-16,69,13859,1792,10
1254,1792-10-17,69,18131,1792,10
1147,1792-10-18,91,19028,1792,10
1252,1792-10-19,56,14646,1792,10
1287,1792-10-20,45,12618,1792,10
1234,1792-10-21,51,12773,1792,10
1119,1792-10-22,110,21566,1792,10
1320,1792-10-23,31,9546,1792,10
1285,1792-10-24,71,19714,1792,10
1195,1792-10-25,77,17572,1792,10
1141,1792-10-26,95,19665,1792,10
1241,1792-10-27,74,18909,1792,10
1366,1792-10-28,31,11102,1792,10
1047,1792-10-29,206,33734,1792,10
1104,1792-10-30,129,24719,1792,10
1381,1792-10-31,32,12175,1792,10
1325,1792-11-01,31,9638,1792,11
1259,1792-11-02,57,15063,1792,11
1368,1792-11-03,40,14408,1792,11
1299,1792-11-04,51,14657,1792,11
1032,1792-11-05,358,54710,1792,11
1321,1792-11-06,209,64371,1792,11
1048,1792-11-07,174,28535,1792,11
1280,1792-11-08,79,21670,1792,11
1213,1792-11-09,83,19817,1792,11
1042,1792-11-10,91,14557,1792,11
1399,1792-11-11,34,14365,1792,11
1072,1792-11-12,69,12148,1792,11
1111,1792-11-13,145,28150,1792,11
1245,1792-11-14,41,10535,1792,11
1089,1792-11-15,100,18559,1792,11
1117,1792-11-16,112,21936,1792,11
1282,1792-11-17,35,9646,1792,11
1198,1792-11-18,46,10544,1792,11
1231,1792-11-19,69,17179,1792,11
1341,1792-11-20,35,11496,1792,11
1358,1792-11-21,125,43343,1792,11
1196,1792-11-22,75,17118,1792,11
1296,1792-11-23,36,10287,1792,11
1406,1792-11-24,18,8956,1792,11
1404,1792-11-25,34,15949,1792,11
1125,1792-11-26,69,13749,1792,11
1260,1792-11-27,90,23783,1792,11
1109,1792-11-28,133,25668,1792,11
1091,1792-11-29,131,24387,1792,11
1055,1792-11-30,81,13544,1792,11
1151,1792-12-01,128,27091,1792,12
1057,1792-12-02,195,32932,1792,12
1024,1792-12-03,2351,339290,1792,12
1232,1792-12-05,135,33613,1792,12
1244,1792-12-06,59,15145,1792,12
1096,1792-12-07,1417,267173,1792,12
1194,1792-12-08,201,45845,1792,12
1329,1792-12-09,86,26963,1792,12
1174,1792-12-10,121,26800,1792,12
1120,1792-12-11,85,16701,1792,12
1157,1792-12-12,97,20670,1792,12
1097,1792-12-13,45,8517,1792,12
1164,1792-12-14,67,14493,1792,12
1025,1792-12-15,124,18210,1792,12
1018,1792-12-16,98,13612,1792,12
1144,1792-12-17,187,38836,1792,12
1093,1792-12-18,129,24245,1792,12
1066,1792-12-19,198,34514,1792,12
1333,1792-12-20,256,81565,1792,12
1342,1792-12-21,60,19809,1792,12
1361,1792-12-22,27,9456,1792,12
1251,1792-12-23,43,11229,1792,12
1086,1792-12-24,306,56415,1792,12
1226,1792-12-25,677,166970,1792,12
1106,1792-12-26,505,97389,1792,12
1009,1792-12-27,237,30625,1792,12
1008,1792-12-28,301,38398,1792,12
1081,1792-12-29,173,31061,1792,12
1206,1792-12-30,57,13300,1792,12
1171,1792-12-31,142,31177,1792,12
1058,1793-01-01,227,38338,1793,1
1015,1793-01-02,316,43046,1793,1
1013,1793-01-03,201,27142,1793,1
1129,1793-01-04,184,36810,1793,1
1552,1793-01-04,191,58863,1793,1
1017,1793-01-07,3011,414065,1793,1
1051,1793-01-08,65,10806,1793,1
1214,1793-01-09,429,102550,1793,1
1028,1793-01-10,119,17848,1793,1
1127,1793-01-11,126,25140,1793,1
1100,1793-01-12,139,26475,1793,1
1291,1793-01-13,52,14662,1793,1
1010,1793-01-14,165,21657,1793,1
1005,1793-01-15,2396,285362,1793,1
1031,1793-01-17,656,100118,1793,1
1050,1793-01-18,68,11304,1793,1
1026,1793-01-19,458,67803,1793,1
1110,1793-01-20,48,9271,1793,1
1011,1793-01-21,180,24049,1793,1
1007,1793-01-22,528,67102,1793,1
1092,1793-01-23,235,43853,1793,1
1153,1793-01-24,9,1911,1793,1
1176,1793-01-25,161,35730,1793,1
1337,1793-01-26,76,24409,1793,1
1365,1793-01-27,47,16719,1793,1
1149,1793-01-28,152,31847,1793,1
1159,1793-01-29,130,27861,1793,1
1152,1793-01-30,281,59638,1793,1
1295,1793-01-31,79,22521,1793,1
1158,1793-02-01,267,56937,1793,2
1249,1793-02-02,46,11952,1793,2
1373,1793-02-03,37,13753,1793,2
1385,1793-02-04,72,27648,1793,2
1160,1793-02-05,284,61116,1793,2
1293,1793-02-06,262,74375,1793,2
1041,1793-02-07,4,638,1793,2
1039,1793-02-08,128,20365,1793,2
1318,1793-02-09,117,35732,1793,2
1284,1793-02-10,57,15774,1793,2
1075,1793-02-11,148,26299,1793,2
1135,1793-02-12,106,21435,1793,2
1211,1793-02-13,123,29047,1793,2
1128,1793-02-14,292,58380,1793,2
1298,1793-02-15,141,40378,1793,2
1266,1793-02-16,90,23969,1793,2
1070,1793-02-17,416,73093,1793,2
1349,1793-02-18,63,21180,1793,2
1202,1793-02-19,109,25113,1793,2
1230,1793-02-20,110,27335,1793,2
1170,1793-02-21,76,16643,1793,2
1378,1793-02-22,48,18083,1793,2
1401,1793-02-24,88,38033,1793,2
1107,1793-02-25,451,86979,1793,2
1242,1793-02-26,99,25302,1793,2
1156,1793-02-27,152,32337,1793,2
1411,1793-02-28,226,141465,1793,2
1397,1793-03-02,77,31716,1793,3
1310,1793-03-03,70,20986,1793,3
1392,1793-03-04,63,24998,1793,3
1074,1793-03-05,137,24270,1793,3
1263,1793-03-06,101,26754,1793,3
1190,1793-03-07,141,32039,1793,3
1292,1793-03-08,107,30346,1793,3
1040,1793-03-09,95,15134,1793,3
1218,1793-03-10,174,42173,1793,3
1215,1793-03-11,122,29315,1793,3
1239,1793-03-13,174,44167,1793,3
1354,1793-03-14,66,22561,1793,3
1400,1793-03-15,37,15893,1793,3
1250,1793-03-16,200,52080,1793,3
1356,1793-03-17,30,10342,1793,3
1308,1793-03-18,116,34627,1793,3
1363,1793-03-20,81,28665,1793,3
1191,1793-03-21,49,11152,1793,3
1229,1793-03-22,111,27479,1793,3
1278,1793-03-23,171,46737,1793,3
1331,1793-03-24,68,21480,1793,3
1313,1793-03-25,81,24431,1793,3
1188,1793-03-26,133,30099,1793,3
1227,1793-03-27,132,32588,1793,3
1297,1793-03-28,168,48062,1793,3
1319,1793-03-29,83,25546,1793,3
1224,1793-03-31,344,84556,1793,3
1122,1793-04-01,222,44123,1793,4
1175,1793-04-02,176,38984,1793,4
1204,1793-04-03,743,172334,1793,4
1247,1793-04-04,97,25009,1793,4
1279,1793-04-05,151,41323,1793,4
1095,1793-04-06,166,31294,1793,4
1233,1793-04-07,89,22240,1793,4
1163,1793-04-08,216,46598,1793,4
1367,1793-04-09,122,43724,1793,4
1052,1793-04-10,478,79523,1793,4
1304,1793-04-11,77,22527,1793,4
1019,1793-04-12,639,91002,1793,4
1489,1793-04-14,107,28103,1793,4
1432,1793-04-15,281,57313,1793,4
1445,1793-04-16,354,80119,1793,4
1427,1793-04-17,1725,335369,1793,4
1421,1793-04-18,454,85443,1793,4
1419,1793-04-19,211,37322,1793,4
1424,1793-04-20,353,68187,1793,4
1628,1793-04-21,49,18201,1793,4
1416,1793-04-22,205,34327,1793,4
1455,1793-04-23,202,47796,1793,4
1450,1793-04-24,486,112503,1793,4
1453,1793-04-25,206,48369,1793,4
1426,1793-04-27,425,82589,1793,4
1449,1793-04-28,238,54713,1793,4
1417,1793-04-29,382,65064,1793,4
1543,1793-04-30,153,46500,1793,4
1511,1793-05-01,283,78679,1793,5
1454,1793-05-02,98,23147,1793,5
1613,1793-05-03,36,12728,1793,5
1436,1793-05-04,346,73962,1793,5
1520,1793-05-05,233,66369,1793,5
1547,1793-05-06,203,61976,1793,5
1525,1793-05-07,129,37276,1793,5
1457,1793-05-08,139,33034,1793,5
1179,1793-05-08,264,58809,1793,5
1559,1793-05-10,423,132343,1793,5
1571,1793-05-11,92,29378,1793,5
1581,1793-05-12,106,34475,1793,5
1475,1793-05-13,124,31365,1793,5
1582,1793-05-14,83,27006,1793,5
1423,1793-05-15,112,21485,1793,5
1485,1793-05-16,219,56838,1793,5
1506,1793-05-17,85,23416,1793,5
1495,1793-05-18,84,22654,1793,5
1490,1793-05-19,161,42523,1793,5
1375,1793-05-19,83,31191,1793,5
1425,1793-05-20,126,24433,1793,5
1447,1793-05-21,141,32173,1793,5
1549,1793-05-22,115,35224,1793,5
1599,1793-05-23,124,42403,1793,5
1431,1793-05-24,177,36093,1793,5
1481,1793-05-25,133,34216,1793,5
1633,1793-05-26,70,26808,1793,5
1418,1793-05-27,753,128988,1793,5
1459,1793-05-28,160,38286,1793,5
1476,1793-05-29,144,36615,1793,5
1482,1793-05-30,191,49150,1793,5
1446,1793-05-31,84,19013,1793,5
1414,1793-06-01,29,3614,1793,6
1422,1793-06-02,90,17230,1793,6
1583,1793-06-03,58,19000,1793,6
1462,1793-06-04,148,35749,1793,6
1441,1793-06-05,119,26166,1793,6
1480,1793-06-06,128,32884,1793,6
1448,1793-06-08,238,54505,1793,6
1538,1793-06-09,62,18414,1793,6
1439,1793-06-10,173,37660,1793,6
1668,1793-06-11,193,95622,1793,6
1435,1793-06-12,102,21305,1793,6
1468,1793-06-14,80,19939,1793,6
1488,1793-06-15,66,17151,1793,6
1466,1793-06-16,139,34108,1793,6
1463,1793-06-17,250,60583,1793,6
1509,1793-06-18,118,32573,1793,6
1492,1793-06-19,155,41044,1793,6
1461,1793-06-20,105,25315,1793,6
1472,1793-06-21,95,23833,1793,6
1565,1793-06-22,104,32707,1793,6
1430,1793-06-24,1557,311916,1793,6
1527,1793-06-25,172,49715,1793,6
1566,1793-06-26,170,53576,1793,6
1575,1793-06-27,239,76934,1793,6
1515,1793-06-28,80,22565,1793,6
1663,1793-06-29,45,20671,1793,6
1603,1793-06-30,115,39662,1793,6
1573,1793-07-01,191,61441,1793,7
1590,1793-07-02,141,47395,1793,7
1497,1793-07-03,546,148189,1793,7
1651,1793-07-05,57,24046,1793,7
1477,1793-07-06,291,74360,1793,7
1644,1793-07-07,48,19327,1793,7
1578,1793-07-08,191,61670,1793,7
1605,1793-07-09,103,35687,1793,7
1643,1793-07-10,54,21688,1793,7
1437,1793-07-11,290,63059,1793,7
1639,1793-07-12,117,45644,1793,7
1510,1793-07-13,218,60488,1793,7
1438,1793-07-14,135,29378,1793,7
1555,1793-07-15,119,36758,1793,7
1483,1793-07-16,79,20327,1793,7
1606,1793-07-17,134,46469,1793,7
1529,1793-07-18,152,44583,1793,7
1620,1793-07-19,134,48434,1793,7
1589,1793-07-20,131,43745,1793,7
1624,1793-07-21,141,51509,1793,7
1602,1793-07-22,85,29289,1793,7
1523,1793-07-23,198,56583,1793,7
1635,1793-07-24,106,40725,1793,7
1596,1793-07-25,171,58263,1793,7
1597,1793-07-26,138,47020,1793,7
1471,1793-07-27,115,28783,1793,7
1522,1793-07-28,112,31980,1793,7
1587,1793-07-29,138,45741,1793,7
1442,1793-07-30,140,31041,1793,7
1508,1793-07-31,93,25647,1793,7
1440,1793-08-01,255,55750,1793,8
1420,1793-08-02,132,23804,1793,8
1561,1793-08-04,139,43501,1793,8
1619,1793-08-05,158,56746,1793,8
1517,1793-08-06,311,88209,1793,8
1493,1793-08-07,278,73935,1793,8
1531,1793-08-08,286,83947,1793,8
1433,1793-08-09,910,186618,1793,8
1521,1793-08-11,146,41657,1793,8
1526,1793-08-12,174,50276,1793,8
1458,1793-08-13,71,16966,1793,8
1554,1793-08-14,120,37022,1793,8
1502,1793-08-15,174,47818,1793,8
1642,1793-08-16,117,46668,1793,8
1645,1793-08-17,156,62919,1793,8
1467,1793-08-18,344,84471,1793,8
1586,1793-08-19,88,29109,1793,8
1460,1793-08-20,190,45542,1793,8
1574,1793-08-21,247,79437,1793,8
1623,1793-08-22,98,35758,1793,8
1501,1793-08-23,162,44211,1793,8
