"preusuel";"sexratio_prenom";"n";"sexe_prenom"
"suzy";0;5394;"Femme"
"sven";1;1231;"Homme"
"svetlana";0;879;"Femme"
"swan";0,867027027027027;3700;"Homme"
"swana";0;103;"Femme"
"swane";0;417;"Femme"
"swann";0,702358730697438;5893;"Epicene"
"swanne";0;171;"Femme"
"swanny";0,352402745995423;437;"Epicene"
"swany";0,628865979381443;388;"Epicene"
"swen";0,935185185185185;324;"Homme"
"syam";0,3;120;"Epicene"
"syana";0;547;"Femme"
"syane";0;100;"Femme"
"syanna";0;130;"Femme"
"sybil";0;421;"Femme"
"sybile";0;354;"Femme"
"sybille";0;2943;"Femme"
"sydonie";0;176;"Femme"
"syham";0;157;"Femme"
"syhem";0;146;"Femme"
"sylas";1;131;"Homme"
"sylia";0;779;"Femme"
"sylla";0,5;204;"Epicene"
"sylva";0,161194029850746;335;"Femme"
"sylvain";0,999418292135162;135807;"Homme"
"sylvaine";0;9297;"Femme"
"sylvan";1;116;"Homme"
"sylvana";0;1795;"Femme"
"sylvane";0;233;"Femme"
"sylvanie";0;1279;"Femme"
"sylvano";1;508;"Homme"
"sylvene";0;103;"Femme"
"sylver";1;272;"Homme"
"sylvere";0,917130144605117;1798;"Homme"
"sylvère";1;110;"Homme"
"sylvert";1;118;"Homme"
"sylvestine";0;135;"Femme"
"sylvette";0;14882;"Femme"
"sylvia";0;21396;"Femme"
"sylvian";1;634;"Homme"
"sylviana";0;309;"Femme"
"sylviane";0;53070;"Femme"
"sylvianne";0;2167;"Femme"
"sylvie";0,000328976225984736;364768;"Femme"
"sylvin";1;122;"Homme"
"sylvina";0;336;"Femme"
"sylvine";0;1277;"Femme"
"sylvio";1;1882;"Homme"
"symeon";1;135;"Homme"
"symphor";1;129;"Homme"
"symphorien";0,922480620155039;387;"Homme"
"synda";0;108;"Femme"
"syndie";0;452;"Femme"
"synthia";0;254;"Femme"
"syphax";1;114;"Homme"
"syra";0;124;"Femme"
"syriane";0;210;"Femme"
"syrielle";0;367;"Femme"
"syrine";0;3892;"Femme"
"tabatha";0;340;"Femme"
"tacko";0;206;"Femme"
"tadeus";1;175;"Homme"
"tadeusz";1;875;"Homme"
"taha";1;1218;"Homme"
"tahar";1;1936;"Homme"
"taher";1;119;"Homme"
"tahina";0,110307414104882;553;"Femme"
"tahir";1;198;"Homme"
"tahira";0;236;"Femme"
"tahiry";1;113;"Homme"
"tahis";0,41588785046729;214;"Epicene"
"taho";1;329;"Homme"
"tahra";0;128;"Femme"
"tahyna";0;137;"Femme"
"tahys";0,545634920634921;504;"Epicene"
"taieb";1;361;"Homme"
"taina";0;1559;"Femme"
"taïna";0;767;"Femme"
"tais";0,151315789473684;760;"Femme"
"taïs";0,29483282674772;658;"Epicene"
"taissia";0;101;"Femme"
"tako";0;174;"Femme"
"takwa";0;101;"Femme"
"tala";0;113;"Femme"
"talal";1;210;"Homme"
"talel";1;152;"Homme"
"talha";1;430;"Homme"
"tali";0;295;"Femme"
"talia";0;2527;"Femme"
"talina";0;279;"Femme"
"taline";0;274;"Femme"
"tallia";0;149;"Femme"
"tallulah";0;120;"Femme"
"taly";0;100;"Femme"
"talya";0;1305;"Femme"
"tamar";0;188;"Femme"
"tamara";0;4525;"Femme"
"tamera";0;100;"Femme"
"tamim";1;257;"Homme"
"tanais";0;230;"Femme"
"tanaïs";0;100;"Femme"
"tancrede";1;567;"Homme"
"tancrède";1;188;"Homme"
"taner";1;191;"Homme"
"tangi";1;612;"Homme"
"tangui";1;354;"Homme"
"tanguy";1;18024;"Homme"
"tania";0;9491;"Femme"
"tanina";0;261;"Femme"
"tanja";0;167;"Femme"
"tanneguy";1;202;"Homme"
"tanya";0;1505;"Femme"
"taoufik";1;759;"Homme"
"taous";0;386;"Femme"
"tarah";0;146;"Femme"
"tarak";1;295;"Homme"
"tarek";1;2339;"Homme"
"tarik";1;3732;"Homme"
"tariq";1;320;"Homme"
"tarkan";1;112;"Homme"
"taslim";0,240909090909091;220;"Epicene"
"tasnim";0,0183663605606573;2069;"Femme"
"tasnime";0;1314;"Femme"
"tassadit";0;665;"Femme"
"tassadite";0;146;"Femme"
"tassnim";0;131;"Femme"
"tassnime";0;109;"Femme"
"tatiana";0;15803;"Femme"
"tatjana";0;146;"Femme"
"tatyana";0;233;"Femme"
"tawba";0;108;"Femme"
"tawfik";1;208;"Homme"
"tayana";0;165;"Femme"
"tayeb";1;1206;"Homme"
"tayfun";1;220;"Homme"
"taylan";1;383;"Homme"
"tayler";1;236;"Homme"
"taylor";0,688449848024316;1316;"Epicene"
"taym";1;155;"Homme"
"taymiya";0;113;"Femme"
"tayna";0;226;"Femme"
"tayra";0;138;"Femme"
"tayrick";1;189;"Homme"
"tayron";1;984;"Homme"
"tayson";1;289;"Homme"
"tayssir";0,345195729537367;281;"Epicene"
"teddy";0,998379945429741;23456;"Homme"
"tedy";1;297;"Homme"
"teeyah";0;248;"Femme"
"tehani";0;208;"Femme"
"tehila";0;158;"Femme"
"teiva";1;321;"Homme"
"tejy";1;129;"Homme"
"telesphore";1;196;"Homme"
"telia";0;160;"Femme"
"telio";1;383;"Homme"
"télio";1;499;"Homme"
"telma";0;612;"Femme"
"telmo";1;119;"Homme"
"tene";0;117;"Femme"
"tenessy";0,242424242424242;165;"Epicene"
"tenin";0;125;"Femme"
"tennessee";0,391891891891892;296;"Epicene"
"tenzin";0,621951219512195;164;"Epicene"
"teodor";1;164;"Homme"
"teodora";0;169;"Femme"
"teoman";1;364;"Homme"
"terence";1;2716;"Homme"
"térence";1;342;"Homme"
"teresa";0;1713;"Femme"
"teri";0,31404958677686;121;"Epicene"
"terrence";1;251;"Homme"
"terry";0,910783768760422;3598;"Homme"
"tery";0,802919708029197;137;"Homme"
"tesnim";0;744;"Femme"
"tesnime";0;646;"Femme"
"tess";0;7765;"Femme"
"tessa";0;7491;"Femme"
"tessia";0;125;"Femme"
"tessie";0;209;"Femme"
"tessnim";0;134;"Femme"
"tessnime";0;116;"Femme"
"tessy";0;535;"Femme"
"teva";0,928478543563069;769;"Homme"
"tewfik";1;253;"Homme"
"teyssa";0;114;"Femme"
"thaddee";1;275;"Homme"
"thadee";1;266;"Homme"
"thai";0,788461538461538;104;"Epicene"
"thaina";0;222;"Femme"
"thaïna";0;109;"Femme"
"thais";0,0494644870349493;7096;"Femme"
"thaïs";0,102094701637036;5681;"Femme"
"thalia";0;3310;"Femme"
"thalie";0;363;"Femme"
"thallia";0;145;"Femme"
"thalya";0;828;"Femme"
"thamara";0;124;"Femme"
"thanh";0,585714285714286;630;"Epicene"
"thania";0;201;"Femme"
"thanina";0;356;"Femme"
"thao";0,940021810250818;917;"Homme"
"thara";0;195;"Femme"
"thayna";0;202;"Femme"
"thays";0,230769230769231;221;"Epicene"
"thea";0;3331;"Femme"
"théa";0;3745;"Femme"
"theana";0;227;"Femme"
"théana";0;128;"Femme"
"theau";1;750;"Homme"
"théau";1;104;"Homme"
"thecle";0;109;"Femme"
"thelia";0;131;"Femme"
"thelio";1;308;"Homme"
"thélio";1;475;"Homme"
"thelma";0;2197;"Femme"
"themis";0,1525;400;"Femme"
"thémis";0,110576923076923;208;"Femme"
"theo";1;5054;"Homme"
"théo";1;114124;"Homme"
"theobald";1;216;"Homme"
"theodor";1;233;"Homme"
"theodora";0;1362;"Femme"
"théodora";0;121;"Femme"
"theodore";0,981042654028436;11816;"Homme"
"théodore";1;1665;"Homme"
"theodorine";0;266;"Femme"
"theodose";0,138144329896907;485;"Femme"
"theodosie";0;129;"Femme"
"theodule";0,909385113268608;927;"Homme"
"theoline";0;139;"Femme"
"theonie";0;115;"Femme"
"theophane";1;1270;"Homme"
"théophane";1;256;"Homme"
"theophile";0,989250294749983;14419;"Homme"
"théophile";1;1499;"Homme"
"theotim";1;198;"Homme"
"theotime";0,937752627324171;1237;"Homme"
"théotime";1;247;"Homme"
"theotine";0,360544217687075;147;"Epicene"
"therence";1;162;"Homme"
"theresa";0;2151;"Femme"
"thérèse";0,00110279906318925;175916;"Femme"
"thérèse marie";0;412;"Femme"
"theresia";0;583;"Femme"
"theresien";1;402;"Homme"
"theresine";0;266;"Femme"
"thereze";0;1757;"Femme"
"therry";1;211;"Homme"
"thery";1;255;"Homme"
"thessa";0;296;"Femme"
"thia";0;217;"Femme"
"thiago";1;2997;"Homme"
"thibau";1;134;"Homme"
"thibaud";1;14960;"Homme"
"thibauld";1;307;"Homme"
"thibault";1;53343;"Homme"
"thibaut";1;36329;"Homme"
"thibo";1;390;"Homme"
"thiebaud";1;149;"Homme"
"thiebault";1;160;"Homme"
"thiebaut";1;343;"Homme"
"thiefaine";0,803921568627451;255;"Homme"
"thien";0,619047619047619;168;"Epicene"
"thierno";1;592;"Homme"
"thierry";0,999816973150306;289575;"Homme"
"thiery";1;1086;"Homme"
"thifaine";0;215;"Femme"
"thiffany";0;140;"Femme"
"thimeo";1;873;"Homme"
"thiméo";1;1463;"Homme"
"thimote";1;406;"Homme"
"thimoté";1;178;"Homme"
"thimotee";1;125;"Homme"
"thimothé";1;162;"Homme"
"thimothee";0,805068226120858;513;"Homme"
"thimoty";1;116;"Homme"
"thiphaine";0;323;"Femme"
"thiziri";0;146;"Femme"
"thom";1;372;"Homme"
"thoma";1;148;"Homme"
"thomas";0,998886031632362;276489;"Homme"
"thomasine";0;145;"Femme"
"thomassine";0;584;"Femme"
"thomy";1;245;"Homme"
"thony";1;476;"Homme"
"thuy";0;262;"Femme"
"thya";0;510;"Femme"
"thybault";1;126;"Homme"
"thylan";1;190;"Homme"
"thylane";0;385;"Femme"
"thylia";0;101;"Femme"
"thylian";1;130;"Homme"
"thymeo";1;420;"Homme"
"thyméo";1;1137;"Homme"
"thyphaine";0;155;"Femme"
"tiago";1;13218;"Homme"
"tiana";0,0245636716224952;1547;"Femme"
"tiara";0;161;"Femme"
"tibo";1;663;"Homme"
"tibor";1;151;"Homme"
"tiburce";0,791748526522593;1018;"Epicene"
"tidiane";1;1307;"Homme"
"tidjane";1;365;"Homme"
"tidjani";1;159;"Homme"
"tidjy";1;166;"Homme"
"tifaine";0;829;"Femme"
"tifanie";0;620;"Femme"
"tifanny";0;618;"Femme"
"tifany";0;1794;"Femme"
"tifene";0;154;"Femme"
"tifenn";0,0801652892561983;2420;"Femme"
"tiffaine";0;406;"Femme"
"tiffani";0;166;"Femme"
"tiffanie";0;2084;"Femme"
"tiffanny";0;114;"Femme"
"tiffany";0;16522;"Femme"
"tiffen";0,120111731843575;358;"Femme"
"tiffenn";0;111;"Femme"
"tigane";1;205;"Homme"
"tiguida";0;200;"Femme"
"tiguidanke";0;212;"Femme"
"tiguide";0;106;"Femme"
"tijani";1;323;"Homme"
"tilda";0;128;"Femme"
"tilia";0;294;"Femme"
"tilian";1;278;"Homme"
"tilio";1;1724;"Homme"
"till";1;306;"Homme"
"tilyan";1;108;"Homme"
"timaé";1;266;"Homme"
"timael";1;304;"Homme"
"timaël";1;718;"Homme"
"timao";1;236;"Homme"
"timea";0;494;"Femme"
"timéa";0;373;"Femme"
"timeo";1;16234;"Homme"
"timéo";1;21195;"Homme"
"timmy";1;711;"Homme"
"timo";1;561;"Homme"
"timoleon";0,788819875776398;483;"Epicene"
"timon";1;355;"Homme"
"timote";1;1123;"Homme"
"timoté";1;784;"Homme"
"timotei";1;355;"Homme"
"timoteo";1;120;"Homme"
"timotey";1;143;"Homme"
"timothe";1;8504;"Homme"
"timothé";1;4582;"Homme"
"timothee";1;1034;"Homme"
"timothée";0,98534487336059;18833;"Homme"
"timothey";1;352;"Homme"
"timothy";1;2316;"Homme"
"timoty";1;317;"Homme"
"timour";1;237;"Homme"
"timur";1;196;"Homme"
"timy";1;392;"Homme"
"tina";0;3763;"Femme"
"tinael";1;118;"Homme"
"tino";1;2777;"Homme"
"tiphaine";0,0161109029599101;18683;"Femme"
"tiphanie";0;4508;"Femme"
"tiphany";0;848;"Femme"
"tiphene";0;118;"Femme"
"tissem";0;139;"Femme"
"tissia";0;148;"Femme"
"titia";0;211;"Femme"
"titien";1;122;"Homme"
"tito";1;292;"Homme"
"titouan";1;20070;"Homme"
"titouane";1;152;"Homme"
"tiwen";1;121;"Homme"
"tiya";0;385;"Femme"
"tiyana";0;105;"Femme"
"tiziana";0;572;"Femme"
"tiziano";1;819;"Homme"
"toan";1;330;"Homme"
"tobias";1;1402;"Homme"
"tobie";1;132;"Homme"
"toine";1;121;"Homme"
"tolga";1;658;"Homme"
"tom";1;79788;"Homme"
"toma";1;379;"Homme"
"tomas";1;1715;"Homme"
"tomasz";1;100;"Homme"
"tomi";1;206;"Homme"
"tomislav";1;126;"Homme"
"tommaso";1;189;"Homme"
"tommy";1;5428;"Homme"
"tomy";1;1637;"Homme"
"toni";0,975530179445351;2452;"Homme"
"tonia";0;263;"Femme"
"tonin";1;284;"Homme"
"tonino";1;398;"Homme"
"tonio";1;320;"Homme"
"tonny";1;456;"Homme"
"tony";0,999412823925468;51092;"Homme"
"tonya";0;198;"Femme"
"tosca";0;357;"Femme"
"toscane";0;663;"Femme"
"toufik";1;2000;"Homme"
"touhami";1;110;"Homme"
"toumani";1;158;"Homme"
"toumany";1;137;"Homme"
"touria";0;742;"Femme"
"toussaint";0,985334555453712;4364;"Homme"
"toussainte";0;1466;"Femme"
"toussine";0;555;"Femme"
"tracey";0;142;"Femme"
"tracy";0,0119284294234592;4024;"Femme"
"tran";0,642857142857143;112;"Epicene"
"travis";1;482;"Homme"
"trecy";0;661;"Femme"
"tremeur";1;166;"Homme"
"trephine";0;106;"Femme"
"tresor";1;110;"Homme"
"tressia";0;120;"Femme"
"tressy";0;599;"Femme"
"trevis";1;358;"Homme"
"trevor";1;283;"Homme"
"tricia";0;397;"Femme"
"trinidad";0;299;"Femme"
"trinite";0,0749063670411985;534;"Femme"
"trinity";0;263;"Femme"
"tristan";1;40841;"Homme"
"tristana";0;211;"Femme"
"trycia";0;167;"Femme"
"trystan";1;1491;"Homme"
"tsipora";0;251;"Femme"
"tuan";1;177;"Homme"
"tuana";0;440;"Femme"
"tuba";0;332;"Femme"
"tufan";1;100;"Homme"
"tugay";1;167;"Homme"
"tugba";0;684;"Femme"
"tugce";0;168;"Femme"
"tugdual";1;730;"Homme"
"tulay";0;316;"Femme"
"tulin";0;204;"Femme"
"tunahan";1;150;"Homme"
"tuncay";1;178;"Homme"
"turan";1;129;"Homme"
"turenne";0,871641791044776;335;"Homme"
"turkan";0;141;"Femme"
"txomin";1;258;"Homme"
"tyago";1;220;"Homme"
"tyana";0;480;"Femme"
"tybalt";1;159;"Homme"
"tybo";1;134;"Homme"
"tyfaine";0;192;"Femme"
"tyfanie";0;149;"Femme"
"tyfene";0;117;"Femme"
"tyfenn";0;418;"Femme"
"tyffanie";0;224;"Femme"
"tyffen";0;128;"Femme"
"tylan";1;523;"Homme"
"tyler";1;1764;"Homme"
"tylia";0;353;"Femme"
"tylian";1;904;"Homme"
"tyliann";1;239;"Homme"
"tylio";1;759;"Homme"
"tymaël";1;125;"Homme"
"tymeo";1;1431;"Homme"
"tyméo";1;2689;"Homme"
"tymothe";1;163;"Homme"
"tyna";0;152;"Femme"
"tyno";1;222;"Homme"
"typhaine";0,00517277053589903;4833;"Femme"
"typhanie";0;1305;"Femme"
"typhen";0,138888888888889;144;"Femme"
"typhene";0;190;"Femme"
"typhenn";0;124;"Femme"
"tyra";0;117;"Femme"
"tyrese";1;140;"Homme"
"tyrick";1;117;"Homme"
"tyron";1;1553;"Homme"
"tyrone";1;261;"Homme"
"tyson";1;570;"Homme"
"tyssia";0;185;"Femme"
"tytouan";1;186;"Homme"
"ufuk";1;265;"Homme"
"ugo";1;10360;"Homme"
"ugolin";1;111;"Homme"
"ugur";1;607;"Homme"
"uhaina";0;149;"Femme"
"ulku";0;102;"Femme"
"ulric";1;679;"Homme"
"ulrich";1;2828;"Homme"
"ulrick";1;850;"Homme"
"ulrik";1;129;"Homme"
"ulysse";0,997144426139484;9105;"Homme"
"umar";1;107;"Homme"
"umberto";1;658;"Homme"
"umit";1;571;"Homme"
"umran";0;100;"Femme"
"umut";1;874;"Homme"
"unai";1;327;"Homme"
"unal";1;115;"Homme"
"uranie";0;392;"Femme"
"uriel";0,89247311827957;465;"Homme"
"uriell";0;112;"Femme"
"urielle";0;304;"Femme"
"ursula";0;1060;"Femme"
"ursule";0,0664690939881456;2362;"Femme"
"usman";1;138;"Homme"
"vadim";1;2428;"Homme"
"vaea";0;115;"Femme"
"vahe";1;146;"Homme"
"vahina";0;105;"Femme"
"vaiana";0;304;"Femme"
"valene";0;321;"Femme"
"valentin";0,999296943108636;106677;"Homme"
"valentina";0;2622;"Femme"
"valentine";0;46544;"Femme"
"valentino";1;1445;"Homme"
"valere";0,93956043956044;3276;"Homme"
"valère";1;214;"Homme"
"valeria";0;781;"Femme"
"valerian";1;2029;"Homme"
"valérian";1;465;"Homme"
"valeriane";0;945;"Femme"
"valériane";0;206;"Femme"
"valerianne";0;121;"Femme"
"valérie";0,000939519423971956;253321;"Femme"
"valérie anne";0;171;"Femme"
"valerien";1;346;"Homme"
"valerine";0;283;"Femme"
"valerio";1;397;"Homme"
"valery";0,873018731988473;5552;"Homme"
"valéry";0,878354203935599;559;"Homme"
"valmont";1;155;"Homme"
"valmy";1;153;"Homme"
"valter";1;297;"Homme"
"vanda";0;705;"Femme"
"vanesa";0;100;"Femme"
"vanessa";0;80501;"Femme"
"vania";0,216836734693878;392;"Epicene"
"vanille";0;1143;"Femme"
"vanina";0;3290;"Femme"
"vannessa";0;141;"Femme"
"vannina";0;344;"Femme"
"vartan";1;102;"Homme"
"vasco";1;691;"Homme"
"vasile";1;161;"Homme"
"vassili";1;578;"Homme"
"vassily";1;212;"Homme"
"vedat";1;146;"Homme"
"veli";1;225;"Homme"
"velia";0;106;"Femme"
"venance";0,610223642172524;313;"Epicene"
"venceslas";1;310;"Homme"
"vera";0;1365;"Femme"
"véra";0;133;"Femme"
"verane";0;467;"Femme"
"verena";0;327;"Femme"
"verene";0;148;"Femme"
"veronica";0;923;"Femme"
"véronica";0;115;"Femme"
"veronika";0;331;"Femme"
"véronique";0,000758664242331769;235941;"Femme"
"vesna";0;493;"Femme"
"veysel";1;113;"Homme"
"vianey";1;117;"Homme"
"vianney";1;4597;"Homme"
"vicenta";0;321;"Femme"
"vicente";0,966432474629196;1281;"Homme"
"vicenzo";1;281;"Homme"
"vickie";0;442;"Femme"
"vicky";0,0538393645189762;2266;"Femme"
"victor";0,999061754357585;123635;"Homme"
"victor emmanuel";1;221;"Homme"
"victor manuel";1;137;"Homme"
"victoriano";1;118;"Homme"
"victorien";0,995661157024793;4840;"Homme"
"victorin";1;1924;"Homme"
"victorine";0,00146900954856207;17699;"Femme"
"victorio";1;251;"Homme"
"victorius";1;118;"Homme"
"victory";0,232142857142857;112;"Epicene"
"vidal";1;158;"Homme"
"viet";1;126;"Homme"
"viggo";1;226;"Homme"
"vijay";1;108;"Homme"
"viktor";1;1279;"Homme"
"viktoria";0;418;"Femme"
"vildan";0;114;"Femme"
"vilma";0;313;"Femme"
"vince";1;557;"Homme"
"vincent";0,998420839751809;232402;"Homme"
"vincente";0,0823970037453183;1869;"Femme"
"vincentine";0;154;"Femme"
"vincenza";0;453;"Femme"
"vincenzo";1;2284;"Homme"
"vinciane";0;1854;"Femme"
"vincianne";0;175;"Femme"
"vincine";0;217;"Femme"
"vinh";1;161;"Homme"
"vinny";1;154;"Homme"
"viny";1;108;"Homme"
"viola";0;103;"Femme"
"violaine";0;8155;"Femme"
"violene";0;291;"Femme"
"violeta";0;307;"Femme"
"violetta";0;868;"Femme"
"violette";0;22435;"Femme"
"violine";0;127;"Femme"
"virgil";1;2032;"Homme"
"virgile";0,993419418922275;8054;"Homme"
"virgilio";1;182;"Homme"
"virgina";0;315;"Femme"
"virginia";0;2679;"Femme"
"viridiana";0;160;"Femme"
"virna";0;115;"Femme"
"vita";0;154;"Femme"
"vitali";1;130;"Homme"
"vitalie";0;128;"Femme"
"vitaline";0;584;"Femme"
"vito";1;909;"Homme"
"vitor";1;277;"Homme"
"vitoria";0;158;"Femme"
"vittoria";0;527;"Femme"
"vittorio";1;615;"Homme"
"vivette";0;269;"Femme"
"vivian";0,970472440944882;2032;"Homme"
"viviana";0;183;"Femme"
"viviane";0;52783;"Femme"
"vivianne";0;1589;"Femme"
"vivien";0,997054491899853;9506;"Homme"
"vivienne";0;1592;"Femme"
"vlad";1;251;"Homme"
"vladimir";1;2626;"Homme"
"vladislav";1;127;"Homme"
"volkan";1;638;"Homme"
"volodia";1;210;"Homme"
"wacil";1;305;"Homme"
"wacila";0;109;"Femme"
"wacim";1;187;"Homme"
"waclaw";1;154;"Homme"
"wael";1;3359;"Homme"
"waël";1;1125;"Homme"
"wafa";0;1495;"Femme"
"wafaa";0;501;"Femme"
"wafae";0;234;"Femme"
"wahbi";1;108;"Homme"
"wahib";1;568;"Homme"
"wahiba";0;624;"Femme"
"wahid";1;723;"Homme"
"wahida";0;107;"Femme"
"wahil";1;528;"Homme"
"wail";1;929;"Homme"
"waïl";1;479;"Homme"
"wajdi";1;278;"Homme"
"wakil";1;143;"Homme"
"waldemar";1;259;"Homme"
"wali";1;184;"Homme"
"walid";1;11367;"Homme"
"walide";1;149;"Homme"
"wallace";1;183;"Homme"
"wallerand";1;125;"Homme"
"wallid";1;185;"Homme"
"wallis";0,391061452513966;179;"Epicene"
"wally";0,761609907120743;323;"Epicene"
"walter";1;6564;"Homme"
"walther";1;245;"Homme"
"waly";1;246;"Homme"
"wanda";0;3835;"Femme"
"wandrille";1;638;"Homme"
"wandy";0,546153846153846;130;"Epicene"
"wanis";1;414;"Homme"
"warda";0;1000;"Femme"
"waren";1;645;"Homme"
"waris";0,69;100;"Epicene"
"warren";1;5110;"Homme"
"warrick";1;179;"Homme"
"wasim";1;189;"Homme"
"wassil";1;832;"Homme"
"wassila";0;2131;"Femme"
"wassim";1;10407;"Homme"
"wassima";0;239;"Femme"
"wassime";1;213;"Homme"
"wayan";1;232;"Homme"
"wayat";1;121;"Homme"
"wayatt";1;348;"Homme"
"wayne";1;520;"Homme"
"weena";0;120;"Femme"
"wenceslas";0,797453703703704;864;"Epicene"
"wendelin";1;122;"Homme"
"wendie";0;275;"Femme"
"wendy";0,0362307809407825;13138;"Femme"
"werner";1;1192;"Homme"
"wesley";1;4874;"Homme"
"whitney";0;906;"Femme"
"wiam";0,0430416068866571;697;"Femme"
"wiame";0;366;"Femme"
"widad";0;655;"Femme"
"widade";0;132;"Femme"
"widdy";1;122;"Homme"
"wided";0;391;"Femme"
"wiem";0;320;"Femme"
"wihem";0;153;"Femme"
"wijdane";0;301;"Femme"
"wiktor";1;125;"Homme"
"wiktoria";0;123;"Femme"
"wilfred";1;228;"Homme"
"wilfrid";0,983818379422775;8281;"Homme"
"wilfried";1;12909;"Homme"
"wilhelm";1;533;"Homme"
"wilhelmine";0;566;"Femme"
"wilhem";1;805;"Homme"
"wiliam";1;213;"Homme"
"will";1;379;"Homme"
"willan";1;184;"Homme"
"willem";1;1232;"Homme"
"willi";1;361;"Homme"
"william";0,99969240645144;74774;"Homme"
"williams";1;2787;"Homme"
"willian";1;107;"Homme"
"williana";0;146;"Femme"
"willie";0,885057471264368;261;"Homme"
"willis";1;159;"Homme"
"willow";0,201405152224824;427;"Epicene"
"willy";0,998921542194662;18545;"Homme"
"willyam";1;204;"Homme"
"wilma";0;321;"Femme"
"wilson";1;2669;"Homme"
"windy";0,174825174825175;429;"Femme"
"winner";0,803921568627451;153;"Homme"
"winnie";0;102;"Femme"
"winona";0;259;"Femme"
"winsley";0,762376237623762;101;"Epicene"
"winston";1;142;"Homme"
"wisam";0,758333333333333;120;"Epicene"
"wissal";0,0355594102341717;1153;"Femme"
"wissale";0;172;"Femme"
"wissam";0,80147397512667;2171;"Homme"
"wissame";0,331550802139037;187;"Epicene"
"wissem";0,774535809018568;2639;"Epicene"
"withney";0;223;"Femme"
"witney";0;137;"Femme"
"witold";1;142;"Homme"
"wladimir";1;940;"Homme"
"wladislas";1;662;"Homme"
"wladislaw";1;657;"Homme"
"wladislawa";0;554;"Femme"
"wladyslas";1;231;"Homme"
"wladyslaw";1;748;"Homme"
"wladyslawa";0;533;"Femme"
"wolf";1;143;"Homme"
"wolfgang";1;650;"Homme"
"woody";1;143;"Homme"
"wulfran";1;152;"Homme"
"wyatt";1;1753;"Homme"
"wylan";1;253;"Homme"
"wylliam";1;208;"Homme"
"xabi";1;523;"Homme"
"xalbat";1;109;"Homme"
"xana";0;143;"Femme"
"xavier";1;112417;"Homme"
"xaviera";0;104;"Femme"
"xaviere";0;1068;"Femme"
"xena";0;105;"Femme"
"xenia";0;254;"Femme"
"ximun";1;154;"Homme"
"xuan";0,513307984790874;263;"Epicene"
"yaacov";1;186;"Homme"
"yaakoub";1;103;"Homme"
"yacer";1;126;"Homme"
"yacin";1;825;"Homme"
"yacine";0,981693058061068;14967;"Homme"
"yacinthe";0,60377358490566;106;"Epicene"
"yacoub";1;503;"Homme"
"yacouba";1;351;"Homme"
"yael";0,505955376614662;5961;"Epicene"
"yaël";0,520355638745906;2137;"Epicene"
"yaele";0;138;"Femme"
"yaelle";0;3052;"Femme"
"yaëlle";0;1213;"Femme"
"yagmur";0;306;"Femme"
"yago";1;142;"Homme"
"yahaya";1;141;"Homme"
"yahel";0,569620253164557;158;"Epicene"
"yahia";1;884;"Homme"
"yahn";1;168;"Homme"
"yahya";1;1540;"Homme"
"yakin";0,74;100;"Epicene"
"yakine";0,457583547557841;389;"Epicene"
"yakoub";1;200;"Homme"
"yakup";1;378;"Homme"
"yalcin";1;123;"Homme"
"yamadou";1;101;"Homme"
"yaman";1;133;"Homme"
"yamin";1;523;"Homme"
"yamina";0;9789;"Femme"
"yamine";1;1215;"Homme"
"yamna";0;569;"Femme"
"yana";0;448;"Femme"
"yanael";1;260;"Homme"
"yanaël";1;238;"Homme"
"yanaelle";0;134;"Femme"
"yanaëlle";0;102;"Femme"
"yane";0,485207100591716;169;"Epicene"
